1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
5 20 24 
9 16 24 
16 24 25 
4 21 25 
9 24 26 
9 16 26 
4 25 27 
3 22 28 
9 16 28 
4 27 29 
3 22 30 
10 15 30 
24 26 31 
16 25 31 
3 22 32 
16 25 32 
9 16 33 
6 19 33 
9 24 34 
4 27 34 
16 32 35 
3 22 35 
9 26 36 
16 25 36 
9 16 37 
3 30 37 
16 28 38 
12 13 38 
26 31 39 
9 16 39 
3 22 40 
26 31 40 
9 26 41 
3 22 42 
16 32 42 
9 36 43 
5 20 43 
26 40 44 
3 22 44 
28 38 45 
24 25 45 
32 35 46 
32 46 47 
12 13 47 
16 25 48 
9 39 48 
9 16 49 
25 48 49 
22 44 50 
32 46 50 
24 25 51 
24 25 51 
32 35 52 
27 29 53 
12 13 54 
9 39 54 
25 48 55 
9 16 55 
26 40 56 
9 43 56 
12 13 57 
16 42 57 
3 22 58 
25 36 58 
24 26 59 
25 49 59 
12 13 60 
26 36 61 
12 13 61 
9 48 62 
28 38 62 
