1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
4 21 24 
9 16 24 
19 24 25 
11 14 25 
6 19 25 
6 25 26 
19 25 26 
9 16 26 
6 19 27 
9 24 27 
21 24 27 
19 24 28 
14 25 28 
9 26 28 
16 26 29 
11 14 29 
6 19 29 
19 27 30 
11 14 30 
6 27 30 
16 26 31 
19 25 31 
6 27 31 
4 21 32 
11 30 32 
14 25 32 
19 24 33 
7 18 33 
21 27 33 
9 27 34 
19 24 34 
6 27 34 
11 30 35 
10 15 35 
14 29 35 
24 28 36 
21 27 36 
24 28 36 
24 33 37 
25 32 37 
24 34 37 
24 37 38 
21 27 38 
5 20 38 
9 26 39 
11 30 39 
6 25 39 
24 37 40 
19 24 40 
9 39 40 
12 13 41 
9 24 41 
7 33 41 
28 36 42 
19 27 42 
9 34 42 
32 37 43 
7 33 43 
21 27 43 
19 24 44 
16 26 44 
21 27 44 
32 37 45 
32 43 45 
24 33 45 
6 27 46 
27 33 46 
16 26 46 
27 30 47 
11 32 47 
6 19 47 
26 46 48 
21 27 48 
24 40 48 
19 30 49 
24 34 49 
6 27 49 
6 34 50 
27 30 50 
27 49 50 
16 46 51 
10 35 51 
19 47 51 
19 26 52 
26 39 52 
43 45 52 
37 40 53 
19 31 53 
30 49 53 
7 43 53 
26 52 54 
24 41 54 
27 50 54 
34 42 55 
19 27 55 
24 40 55 
19 31 56 
34 42 56 
10 15 56 
32 37 57 
24 49 57 
24 25 57 
24 27 58 
9 42 58 
10 51 58 
24 36 59 
19 49 59 
25 31 59 
