1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
5 20 24 
2 23 24 
9 16 24 
12 13 25 
16 24 25 
2 24 25 
12 13 26 
12 25 26 
5 20 26 
1 24 27 
9 16 27 
12 13 27 
5 20 28 
16 24 28 
12 26 28 
16 24 29 
9 24 29 
2 24 29 
9 16 30 
24 25 30 
2 24 30 
13 27 31 
2 30 31 
5 20 31 
2 29 32 
2 24 32 
12 13 32 
24 29 33 
2 30 33 
13 32 33 
5 26 34 
24 30 34 
26 28 34 
13 27 35 
1 24 35 
12 13 35 
1 24 36 
2 24 36 
2 31 36 
2 30 37 
12 13 37 
26 28 37 
12 28 38 
2 23 38 
13 35 38 
20 24 39 
2 29 39 
5 20 39 
16 27 40 
13 32 40 
12 13 40 
2 24 41 
20 24 41 
13 27 41 
35 38 42 
2 24 42 
2 30 42 
32 33 43 
9 27 43 
1 24 43 
12 37 43 
26 34 44 
27 35 44 
16 28 44 
32 33 45 
13 32 45 
20 28 45 
37 43 46 
7 18 46 
9 16 46 
16 30 47 
5 28 47 
28 38 47 
2 30 48 
2 29 48 
24 41 48 
16 44 49 
12 37 49 
24 41 49 
2 31 50 
2 24 50 
26 28 50 
16 24 51 
24 30 51 
12 28 51 
20 28 52 
13 26 52 
20 45 52 
2 50 53 
2 24 53 
2 42 53 
2 30 54 
28 51 54 
16 24 54 
16 30 55 
13 38 55 
2 36 55 
24 32 56 
2 30 56 
24 49 56 
16 54 57 
24 56 57 
2 24 57 
1 24 58 
5 20 58 
24 49 58 
12 26 59 
9 16 59 
1 36 59 
13 38 60 
13 37 60 
2 36 60 
26 44 61 
2 30 61 
2 56 61 
12 26 62 
12 26 62 
2 42 62 
20 24 63 
16 47 63 
38 55 63 
2 53 64 
2 24 64 
26 44 64 
24 58 65 
24 36 65 
13 26 65 
16 24 66 
28 50 66 
16 24 66 
37 43 66 
16 24 67 
2 30 67 
54 57 67 
24 36 68 
2 32 68 
1 24 68 
13 35 69 
5 26 69 
25 30 69 
20 28 70 
27 31 70 
2 30 70 
