1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
12 13 24 
8 17 24 
12 13 24 
8 17 25 
17 24 25 
8 24 25 
7 18 25 
8 17 26 
5 20 26 
24 25 26 
12 24 27 
8 17 27 
5 26 27 
4 21 28 
8 17 28 
6 19 28 
18 25 29 
8 17 29 
6 28 29 
13 24 30 
5 20 30 
20 26 30 
9 16 31 
6 29 31 
20 30 31 
1 24 32 
17 25 32 
21 28 32 
4 21 33 
17 25 33 
9 16 33 
24 32 34 
12 24 34 
6 29 34 
17 25 35 
17 25 35 
6 29 35 
26 27 36 
16 31 36 
4 28 36 
9 16 37 
11 14 37 
8 28 37 
17 28 37 
26 30 38 
5 26 38 
9 37 38 
8 24 38 
5 38 39 
8 24 39 
17 25 39 
7 18 40 
25 35 40 
24 32 40 
17 28 41 
8 17 41 
8 38 41 
7 18 42 
6 29 42 
16 31 42 
21 28 42 
17 35 43 
29 35 43 
16 31 43 
17 24 44 
38 41 44 
28 32 44 
17 41 45 
24 38 45 
8 24 45 
8 39 46 
17 29 46 
11 14 46 
17 41 47 
8 24 47 
8 39 47 
2 23 48 
17 25 48 
17 41 48 
11 14 49 
8 27 49 
29 46 49 
12 27 49 
24 38 50 
41 48 50 
5 20 50 
16 31 51 
12 27 51 
20 30 51 
17 25 52 
9 37 52 
1 24 52 
12 51 53 
41 45 53 
7 42 53 
6 19 54 
17 25 54 
21 42 54 
45 53 55 
23 48 55 
6 42 55 
17 25 56 
17 52 56 
16 31 56 
18 40 56 
6 35 57 
1 24 57 
17 25 57 
6 54 58 
8 25 58 
39 46 58 
6 28 59 
39 46 59 
25 39 59 
21 28 60 
25 57 60 
24 25 60 
12 13 61 
5 20 61 
8 39 61 
17 25 62 
8 58 62 
17 41 62 
6 42 63 
17 37 63 
9 16 63 
6 19 64 
5 38 64 
16 33 64 
21 28 65 
38 64 65 
17 41 65 
16 33 66 
8 39 66 
6 42 66 
25 35 66 
12 13 67 
2 48 67 
24 38 67 
13 24 67 
7 25 68 
20 30 68 
6 34 68 
28 32 69 
45 53 69 
24 25 69 
34 68 70 
42 55 70 
25 35 70 
6 42 70 
21 28 71 
11 37 71 
34 68 71 
9 16 72 
6 42 72 
13 61 72 
12 27 73 
25 29 73 
25 39 73 
12 53 74 
4 28 74 
12 24 74 
25 68 75 
57 60 75 
20 31 75 
8 46 76 
28 69 76 
6 42 76 
6 29 76 
25 35 77 
28 42 77 
17 47 77 
8 39 78 
16 31 78 
6 29 78 
42 63 79 
25 60 79 
8 17 79 
48 55 80 
11 14 80 
27 36 80 
35 57 81 
6 66 81 
24 50 81 
9 16 82 
4 21 82 
8 58 82 
4 21 83 
8 58 83 
16 31 83 
41 53 84 
8 25 84 
12 51 84 
35 66 84 
12 73 85 
29 46 85 
4 28 85 
12 13 85 
8 37 86 
47 77 86 
17 24 86 
8 17 87 
16 33 87 
26 27 87 
6 54 88 
5 20 88 
17 56 88 
2 23 89 
6 63 89 
16 31 89 
20 30 90 
1 52 90 
16 89 90 
25 54 91 
17 47 91 
18 56 91 
16 37 91 
25 60 92 
28 36 92 
35 84 92 
4 21 93 
21 83 93 
8 27 93 
34 68 93 
60 75 94 
6 54 94 
41 84 94 
23 55 94 
25 35 95 
17 56 95 
7 18 95 
11 14 96 
28 69 96 
17 46 96 
10 15 96 
17 41 97 
6 72 97 
35 92 97 
35 40 98 
1 24 98 
17 54 98 
8 46 99 
2 23 99 
8 24 99 
39 46 100 
52 56 100 
13 24 100 
34 71 101 
8 39 101 
25 54 101 
14 49 102 
5 26 102 
4 93 102 
8 46 102 
24 47 103 
18 40 103 
16 31 103 
24 74 104 
40 56 104 
25 39 104 
8 46 105 
68 75 105 
42 70 105 
19 28 106 
39 46 106 
16 43 106 
17 43 107 
42 55 107 
28 37 107 
8 46 108 
16 43 108 
40 56 108 
14 80 108 
17 24 109 
60 75 109 
41 53 109 
17 25 110 
27 87 110 
27 87 110 
10 15 111 
39 78 111 
17 29 111 
24 99 112 
35 43 112 
5 26 112 
25 26 113 
42 66 113 
17 24 113 
53 55 114 
23 99 114 
