1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
9 16 24 
3 22 25 
9 16 25 
1 24 26 
16 25 27 
9 16 27 
9 16 28 
9 25 28 
12 13 29 
1 26 30 
9 16 31 
9 31 32 
9 16 33 
16 27 34 
9 16 35 
16 25 35 
16 33 36 
5 20 37 
9 31 37 
22 25 38 
16 25 39 
25 28 40 
3 22 41 
9 32 42 
16 35 43 
16 27 43 
16 27 44 
9 16 44 
25 28 45 
16 35 46 
27 43 46 
16 24 47 
16 36 48 
20 37 48 
27 34 49 
24 26 50 
16 35 51 
27 49 51 
9 16 52 
27 51 52 
1 24 53 
9 16 53 
27 51 54 
25 28 54 
16 28 55 
5 37 56 
9 24 57 
10 15 58 
25 28 59 
25 28 60 
3 41 60 
3 22 61 
1 26 62 
16 43 62 
28 60 63 
26 62 63 
5 37 64 
27 34 65 
9 16 65 
20 37 66 
16 24 67 
28 63 67 
22 25 68 
9 16 68 
9 16 69 
16 35 70 
9 69 71 
27 51 72 
16 35 73 
16 62 74 
25 45 75 
9 16 76 
25 60 76 
16 73 77 
12 13 77 
35 43 78 
16 27 79 
27 49 80 
24 57 81 
9 69 82 
9 31 83 
20 37 84 
