1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
11 14 24 
11 14 24 
8 17 24 
12 13 25 
8 17 25 
3 22 26 
1 24 26 
12 13 26 
1 24 27 
1 26 27 
8 25 27 
11 24 28 
12 13 28 
11 28 29 
4 21 29 
13 25 30 
4 29 30 
3 26 31 
4 29 31 
11 28 31 
2 23 32 
4 30 32 
12 28 32 
14 24 33 
13 25 33 
5 20 34 
25 27 34 
29 30 34 
11 24 35 
8 24 35 
10 15 35 
29 31 36 
28 31 36 
13 25 37 
2 23 37 
4 21 37 
12 13 38 
8 24 38 
29 36 38 
10 15 39 
11 24 39 
11 14 39 
11 24 40 
25 27 40 
11 14 40 
11 31 41 
22 26 41 
11 24 41 
26 27 42 
11 28 42 
11 28 43 
14 40 43 
8 17 44 
11 14 44 
30 32 44 
27 40 45 
14 43 45 
25 37 45 
28 36 46 
8 44 46 
14 39 47 
25 37 47 
25 37 48 
10 15 48 
14 33 49 
8 17 49 
29 38 50 
32 44 50 
12 32 51 
30 32 51 
22 26 51 
24 41 52 
9 16 52 
11 24 53 
24 28 53 
11 39 54 
26 41 54 
11 28 55 
44 46 55 
14 39 56 
28 42 56 
29 50 57 
14 40 57 
12 38 57 
25 37 58 
25 47 58 
8 17 59 
14 49 59 
8 17 60 
29 38 60 
11 24 60 
12 26 61 
28 53 61 
12 38 62 
25 37 62 
8 24 63 
29 36 63 
17 49 63 
25 34 64 
38 50 64 
29 30 65 
39 47 65 
8 17 66 
12 13 66 
11 28 67 
11 43 67 
25 37 67 
21 37 68 
30 44 68 
11 39 68 
29 31 69 
11 24 69 
11 42 69 
29 65 70 
21 68 70 
12 13 71 
12 25 71 
11 42 72 
14 44 72 
29 30 72 
29 38 73 
8 17 73 
4 21 73 
21 70 74 
9 16 74 
8 73 75 
4 21 75 
29 36 76 
37 68 76 
27 34 77 
25 47 77 
25 47 77 
25 47 78 
24 53 78 
6 19 79 
1 24 79 
24 41 80 
25 37 80 
24 40 81 
17 63 81 
8 59 82 
29 72 82 
29 36 83 
25 37 83 
25 37 84 
24 38 84 
25 80 84 
38 64 85 
12 13 85 
5 20 86 
2 23 86 
31 36 87 
15 39 87 
28 42 88 
29 36 88 
11 14 89 
42 72 89 
43 67 90 
23 37 90 
8 60 91 
28 61 91 
31 36 92 
10 15 92 
11 40 93 
12 25 93 
8 63 94 
11 67 94 
30 65 95 
12 71 95 
25 37 95 
36 46 96 
8 25 96 
26 54 97 
4 29 97 
9 16 97 
11 14 98 
24 38 98 
54 97 98 
43 67 99 
8 38 99 
38 60 100 
11 28 100 
9 52 100 
38 99 101 
11 69 101 
14 43 101 
26 42 102 
31 36 102 
6 19 102 
26 42 103 
29 30 103 
5 34 104 
11 28 104 
23 37 104 
11 43 105 
29 57 105 
29 50 106 
14 44 106 
29 103 106 
11 98 107 
46 55 107 
11 60 108 
24 28 108 
36 87 108 
41 54 109 
29 36 109 
42 69 110 
11 68 110 
28 42 111 
46 96 111 
31 36 112 
12 51 112 
29 83 113 
25 37 113 
38 85 113 
51 112 114 
28 55 114 
31 92 114 
12 51 115 
14 49 115 
4 21 115 
29 60 116 
9 74 116 
51 115 117 
37 84 117 
25 47 118 
25 47 118 
84 117 119 
25 40 119 
2 23 119 
42 89 120 
4 21 120 
49 59 121 
24 60 121 
52 100 121 
6 19 122 
67 90 122 
41 52 123 
5 34 123 
11 28 123 
34 64 124 
67 99 124 
37 68 125 
24 40 125 
9 74 126 
21 70 126 
4 32 127 
11 28 127 
11 24 127 
9 74 128 
52 100 128 
13 30 128 
14 40 129 
41 109 129 
30 51 129 
25 40 130 
8 17 130 
14 57 131 
29 73 131 
11 14 131 
13 28 132 
25 37 132 
25 113 133 
17 59 133 
23 86 134 
37 80 134 
36 112 134 
15 48 135 
14 101 135 
67 122 136 
32 127 136 
8 59 137 
14 135 137 
11 31 137 
41 123 138 
44 46 138 
9 116 139 
24 98 139 
49 115 140 
24 108 140 
25 47 140 
14 45 141 
49 121 141 
23 37 142 
4 30 142 
52 100 143 
20 86 143 
37 76 144 
23 119 144 
29 36 145 
12 51 145 
31 87 145 
9 116 146 
25 133 146 
24 28 147 
4 31 147 
8 75 148 
12 51 148 
65 70 148 
14 40 149 
24 121 149 
14 24 150 
23 144 150 
2 23 150 
29 34 151 
47 65 151 
33 49 152 
45 141 152 
25 37 152 
24 28 153 
25 80 153 
30 65 154 
8 82 154 
25 27 155 
29 65 155 
29 106 156 
28 88 156 
36 112 156 
9 16 157 
28 104 157 
11 24 157 
37 67 158 
9 116 158 
24 60 159 
68 70 159 
14 89 160 
14 40 160 
31 92 161 
29 103 161 
29 145 162 
37 67 162 
23 104 162 
22 26 163 
29 63 163 
29 65 163 
17 59 164 
28 55 164 
115 117 165 
10 15 165 
29 76 166 
116 139 166 
11 28 167 
4 32 167 
60 91 167 
36 38 168 
11 28 168 
49 140 169 
29 131 169 
49 121 170 
37 158 170 
29 103 171 
29 103 171 
28 42 172 
9 16 172 
43 67 173 
14 40 173 
24 33 174 
30 65 174 
21 70 174 
73 75 175 
12 62 175 
73 131 175 
24 53 176 
29 103 176 
8 17 177 
14 89 177 
6 79 178 
57 131 178 
37 80 178 
8 91 179 
14 57 179 
29 65 179 
11 40 180 
42 111 180 
24 53 180 
11 24 181 
14 45 181 
25 48 181 
3 26 182 
57 131 182 
2 150 182 
32 127 183 
54 109 183 
38 85 183 
37 125 184 
11 40 184 
133 146 184 
41 138 185 
8 59 185 
103 171 185 
25 47 186 
42 72 186 
63 94 186 
15 39 187 
60 116 187 
84 117 187 
11 28 188 
12 51 188 
29 31 188 
37 62 189 
75 148 189 
14 101 190 
72 89 190 
44 72 190 
28 104 191 
11 28 191 
21 174 192 
38 60 192 
59 164 193 
11 39 193 
75 148 193 
21 70 194 
51 112 194 
32 127 194 
28 191 195 
13 128 195 
68 76 195 
29 65 196 
38 100 196 
29 163 196 
25 95 197 
21 73 197 
28 104 198 
8 46 198 
37 144 199 
29 36 199 
1 26 199 
29 50 200 
25 37 200 
148 193 201 
21 37 201 
24 84 202 
11 24 202 
29 105 202 
4 21 203 
8 63 203 
49 141 204 
131 169 204 
101 135 204 
25 64 205 
28 164 205 
37 67 206 
37 62 206 
119 144 206 
27 34 207 
49 170 207 
10 48 207 
4 29 208 
21 73 208 
47 58 209 
60 108 209 
37 62 209 
30 128 210 
28 56 210 
73 75 211 
44 106 211 
26 182 211 
26 54 212 
37 206 212 
28 104 213 
29 116 213 
26 54 214 
28 88 214 
8 63 215 
38 50 215 
29 176 215 
62 175 216 
14 115 216 
76 144 217 
11 24 217 
53 78 218 
31 114 218 
100 128 219 
37 158 219 
14 216 220 
31 112 220 
21 74 220 
11 41 221 
175 216 221 
37 178 221 
29 106 222 
62 216 222 
34 104 222 
25 37 223 
65 70 223 
8 82 224 
42 89 224 
112 194 224 
65 163 225 
8 203 225 
65 174 225 
115 117 226 
55 164 226 
12 51 226 
115 165 227 
51 115 227 
12 51 228 
12 38 228 
28 191 229 
29 131 229 
9 139 230 
11 29 230 
73 175 231 
30 51 231 
25 27 232 
26 42 232 
15 87 233 
4 21 233 
86 143 234 
38 85 234 
115 140 235 
60 192 235 
32 194 236 
12 228 236 
24 127 237 
29 113 237 
4 21 238 
49 152 238 
14 98 239 
28 191 239 
24 53 240 
89 160 240 
14 89 240 
