1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
7 18 24 
6 19 24 
3 22 24 
9 16 24 
19 24 25 
9 16 25 
9 24 25 
9 16 25 
3 22 26 
11 14 26 
10 15 26 
9 25 26 
12 13 26 
22 24 27 
3 24 27 
9 16 27 
19 25 27 
25 26 27 
6 19 28 
19 25 28 
24 25 28 
9 25 28 
9 16 28 
5 20 29 
24 25 29 
12 13 29 
19 25 29 
9 25 29 
19 25 30 
19 24 30 
22 24 30 
7 24 30 
19 25 31 
26 27 31 
7 18 31 
22 24 31 
24 25 31 
6 28 32 
7 24 32 
1 24 32 
5 20 32 
19 31 33 
25 29 33 
5 20 33 
7 32 33 
26 27 33 
6 32 34 
24 32 34 
25 28 34 
19 25 34 
7 18 34 
12 13 35 
8 17 35 
26 27 35 
20 32 35 
14 26 35 
8 17 36 
7 31 36 
32 34 36 
24 34 36 
27 35 36 
12 35 37 
16 24 37 
32 36 37 
7 31 37 
1 32 37 
36 37 38 
18 34 38 
6 28 38 
22 30 38 
26 27 38 
5 20 39 
13 26 39 
12 29 39 
24 25 39 
20 29 39 
18 24 40 
3 22 40 
6 28 40 
25 31 40 
26 27 40 
19 25 41 
15 26 41 
9 25 41 
34 36 41 
6 32 41 
15 26 42 
24 32 42 
12 13 42 
14 26 42 
16 25 42 
12 35 43 
19 25 43 
19 30 43 
9 25 43 
12 29 43 
29 39 44 
9 16 44 
8 17 44 
7 24 44 
6 34 44 
24 31 45 
32 34 45 
16 25 45 
24 37 45 
13 26 45 
1 24 46 
13 35 46 
9 25 46 
25 45 46 
16 37 46 
36 41 47 
26 41 47 
3 24 47 
36 41 47 
26 42 47 
9 25 48 
13 29 48 
14 26 48 
26 35 48 
27 31 48 
7 32 49 
22 26 49 
19 43 49 
27 33 49 
6 19 49 
24 30 50 
16 45 50 
7 18 50 
32 45 50 
29 48 50 
26 35 51 
19 33 51 
7 18 51 
32 41 51 
22 24 51 
15 26 52 
29 48 52 
24 44 52 
22 49 52 
24 36 52 
16 25 53 
22 24 53 
8 44 53 
9 16 53 
9 28 53 
39 44 54 
48 52 54 
9 28 54 
26 27 54 
3 24 54 
29 44 55 
14 26 55 
6 28 55 
32 34 55 
24 25 55 
6 44 56 
7 18 56 
16 37 56 
32 36 56 
32 37 56 
8 53 57 
33 49 57 
27 31 57 
26 33 57 
8 17 57 
18 40 58 
32 51 58 
26 47 58 
14 26 58 
19 27 58 
29 48 59 
25 43 59 
36 41 59 
32 51 59 
8 57 59 
27 31 60 
26 27 60 
7 37 60 
26 27 60 
22 40 60 
18 40 61 
5 20 61 
32 37 61 
15 26 61 
26 47 61 
45 46 62 
22 24 62 
24 25 62 
34 36 62 
36 62 63 
18 38 63 
35 37 63 
