1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
8 17 24 
8 17 24 
2 23 24 
11 14 24 
23 24 25 
11 24 25 
10 15 25 
6 19 26 
9 16 26 
10 15 26 
17 24 26 
8 24 27 
24 25 27 
16 26 27 
24 26 27 
2 23 28 
7 18 28 
5 20 28 
16 27 28 
17 26 29 
6 19 29 
11 24 29 
5 28 29 
17 24 30 
2 23 30 
11 24 30 
18 28 30 
3 22 31 
5 28 31 
2 23 31 
16 27 31 
10 25 32 
24 25 32 
20 28 32 
17 29 32 
27 28 33 
10 15 33 
8 17 33 
5 29 33 
11 24 34 
10 26 34 
10 15 34 
15 25 34 
10 26 35 
11 24 35 
24 25 35 
24 27 36 
10 32 36 
26 29 36 
29 33 36 
5 31 37 
20 28 37 
27 33 37 
6 26 37 
5 29 38 
8 17 38 
7 18 38 
24 35 38 
5 33 39 
5 38 39 
26 37 39 
11 24 39 
15 26 40 
24 25 40 
7 18 40 
28 29 40 
10 15 41 
7 28 41 
10 15 41 
23 24 41 
28 29 42 
10 15 42 
10 41 42 
23 24 42 
8 33 43 
5 33 43 
17 32 43 
37 39 43 
24 29 44 
37 43 44 
29 33 44 
24 44 45 
27 28 45 
11 34 45 
23 41 45 
7 28 46 
18 30 46 
28 31 46 
5 43 46 
10 26 47 
6 26 47 
28 33 47 
16 27 47 
22 31 48 
8 24 48 
29 40 48 
20 37 48 
23 45 49 
5 46 49 
9 16 49 
33 43 49 
10 41 50 
11 24 50 
29 44 50 
10 15 51 
16 28 51 
24 50 51 
33 43 51 
17 32 52 
9 16 52 
29 40 52 
18 30 52 
28 33 53 
17 29 53 
43 46 53 
24 27 54 
20 37 54 
10 15 54 
8 17 54 
24 50 55 
10 25 55 
27 47 55 
27 54 55 
6 29 56 
24 27 56 
28 33 56 
33 47 56 
23 31 57 
33 51 57 
26 29 57 
12 13 57 
6 26 58 
24 26 58 
10 33 58 
8 48 59 
16 31 59 
23 49 59 
10 32 59 
16 59 60 
17 43 60 
2 23 60 
17 54 60 
29 38 61 
10 15 61 
10 15 61 
10 34 61 
29 33 62 
10 15 62 
29 42 62 
29 33 62 
10 25 63 
24 35 63 
43 51 63 
23 24 63 
10 61 64 
27 33 64 
17 29 64 
31 59 64 
4 21 65 
17 32 65 
61 64 65 
15 34 65 
45 49 66 
27 54 66 
30 46 66 
10 15 66 
15 41 67 
17 32 67 
43 51 67 
17 26 67 
26 39 68 
54 55 68 
16 47 68 
17 29 68 
11 50 69 
11 25 69 
35 38 69 
2 60 69 
43 49 70 
2 69 70 
10 42 70 
20 48 70 
49 59 71 
17 29 71 
43 67 71 
16 49 71 
37 48 72 
26 58 72 
10 15 72 
24 44 72 
5 39 73 
17 32 73 
12 57 73 
34 61 73 
54 55 74 
11 35 74 
9 16 74 
43 63 74 
18 28 75 
10 66 75 
26 29 75 
9 74 75 
8 48 76 
23 49 76 
9 16 76 
47 55 77 
10 33 77 
29 68 77 
43 63 77 
43 63 78 
29 56 78 
33 49 78 
74 75 78 
60 69 79 
12 73 79 
26 67 79 
29 40 79 
10 32 80 
24 35 80 
3 22 80 
17 43 80 
24 38 81 
43 77 81 
49 66 81 
33 77 81 
35 38 82 
3 31 82 
56 78 82 
60 69 83 
17 38 83 
5 20 83 
25 55 83 
5 28 84 
16 28 84 
17 32 84 
46 49 84 
15 65 85 
6 19 85 
31 82 85 
30 52 85 
16 49 86 
15 41 86 
10 34 86 
78 82 86 
17 24 87 
51 57 87 
16 27 87 
26 47 87 
15 40 88 
35 38 88 
9 16 88 
51 57 88 
24 72 89 
23 30 89 
18 40 89 
2 23 89 
64 65 90 
61 65 90 
8 27 90 
6 26 90 
10 80 91 
29 62 91 
10 33 91 
5 49 91 
18 30 92 
10 15 92 
55 77 92 
5 38 92 
11 24 93 
33 36 93 
38 83 93 
26 37 93 
6 26 94 
7 46 94 
18 75 94 
26 75 94 
33 53 95 
31 82 95 
28 29 95 
18 89 95 
2 60 96 
24 87 96 
23 49 96 
32 65 96 
9 74 97 
67 79 97 
17 32 97 
29 33 97 
34 86 98 
42 62 98 
5 28 98 
47 56 98 
10 15 99 
12 57 99 
33 95 99 
24 25 99 
25 27 100 
26 35 100 
9 16 100 
5 39 100 
34 86 101 
10 15 101 
6 56 101 
37 54 101 
20 83 102 
61 65 102 
34 65 102 
27 31 102 
33 43 103 
11 93 103 
10 61 103 
7 18 103 
26 58 104 
17 43 104 
46 66 104 
15 26 105 
5 39 105 
2 96 105 
93 103 105 
