1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
2 23 24 
7 18 24 
12 13 24 
2 23 25 
2 23 25 
13 24 25 
13 24 25 
6 19 26 
13 24 26 
2 23 26 
3 22 26 
12 13 26 
3 22 27 
2 24 27 
19 26 27 
7 18 27 
18 24 27 
13 25 28 
13 26 28 
13 25 28 
6 19 28 
12 24 29 
8 17 29 
3 27 29 
3 22 29 
3 22 30 
13 24 30 
12 29 30 
3 27 30 
3 26 30 
22 29 31 
3 22 31 
13 28 31 
7 18 31 
25 28 31 
26 28 32 
2 26 32 
6 26 32 
13 26 32 
2 25 33 
27 30 33 
12 29 33 
2 26 33 
24 25 34 
13 28 34 
13 28 34 
19 28 34 
26 32 35 
6 26 35 
3 27 35 
2 24 35 
10 15 36 
13 25 36 
12 30 36 
7 18 36 
4 21 37 
2 33 37 
3 35 37 
7 18 37 
4 37 38 
2 26 38 
12 24 38 
13 26 38 
24 29 39 
2 37 39 
22 26 39 
2 33 39 
4 37 40 
29 31 40 
13 25 40 
3 22 40 
26 39 40 
12 30 41 
3 35 41 
19 34 41 
25 33 41 
13 28 41 
4 21 42 
13 28 42 
13 41 42 
37 39 42 
24 35 43 
7 36 43 
12 30 43 
26 32 43 
29 40 44 
28 41 44 
13 34 44 
7 18 44 
27 33 44 
24 34 45 
24 35 45 
35 41 45 
12 30 45 
7 37 45 
7 18 46 
12 24 46 
4 21 46 
3 41 46 
12 43 46 
5 20 47 
13 26 47 
22 27 47 
36 43 47 
2 26 47 
4 21 48 
23 25 48 
18 44 48 
13 34 48 
2 26 49 
12 13 49 
2 24 49 
4 48 49 
4 40 50 
3 22 50 
7 27 50 
13 38 50 
4 37 51 
13 28 51 
23 24 51 
7 50 51 
27 33 51 
13 28 52 
6 35 52 
28 42 52 
25 36 52 
12 30 53 
13 25 53 
2 24 53 
50 51 53 
13 38 53 
23 48 54 
7 18 54 
12 26 54 
9 16 54 
28 42 54 
12 13 55 
2 37 55 
32 35 55 
6 32 55 
19 24 56 
13 41 56 
27 30 56 
12 29 56 
28 31 57 
21 46 57 
25 28 57 
29 56 57 
3 31 58 
12 53 58 
6 35 58 
29 33 58 
28 31 58 
26 49 59 
13 56 59 
4 48 59 
25 28 59 
7 50 60 
5 47 60 
23 48 60 
13 32 60 
28 57 61 
40 50 61 
13 34 61 
12 49 61 
27 30 61 
4 37 62 
2 25 62 
26 39 62 
35 37 62 
2 49 62 
3 50 63 
12 55 63 
19 34 63 
4 40 63 
2 23 64 
3 22 64 
21 42 64 
24 25 64 
13 25 65 
30 61 65 
13 25 65 
27 61 65 
13 28 65 
19 24 66 
7 46 66 
2 24 66 
12 30 66 
4 42 67 
12 13 67 
36 43 67 
12 56 67 
12 43 68 
4 40 68 
13 28 68 
2 24 68 
3 22 69 
6 19 69 
19 28 69 
25 33 69 
2 66 69 
31 58 70 
2 62 70 
4 62 70 
24 27 70 
7 45 70 
19 28 71 
37 39 71 
8 17 71 
5 60 71 
12 33 72 
30 66 72 
27 61 72 
24 66 72 
10 15 73 
2 33 73 
12 58 73 
13 24 73 
18 24 74 
30 41 74 
61 72 74 
2 25 74 
37 62 74 
4 40 75 
21 42 75 
13 65 75 
6 69 75 
28 31 76 
13 25 76 
28 57 76 
24 35 76 
4 40 77 
22 47 77 
25 69 77 
12 53 77 
2 24 77 
13 28 78 
22 26 78 
11 14 78 
33 58 78 
53 58 79 
3 22 79 
25 53 79 
13 52 79 
24 49 80 
26 49 80 
2 23 80 
31 57 80 
3 31 80 
27 33 81 
12 72 81 
29 40 81 
23 24 81 
3 22 82 
24 39 82 
22 31 82 
12 81 82 
12 56 83 
2 25 83 
12 33 83 
30 65 83 
29 58 83 
7 27 84 
2 23 84 
30 65 84 
21 42 84 
3 30 85 
52 79 85 
19 41 85 
30 61 85 
7 46 86 
13 28 86 
25 28 86 
19 85 86 
6 58 86 
13 65 87 
27 47 87 
19 63 87 
26 28 87 
13 65 88 
19 28 88 
2 25 88 
9 16 88 
13 60 89 
26 27 89 
23 80 89 
30 41 89 
15 36 90 
22 26 90 
40 68 90 
23 51 90 
41 42 91 
41 42 91 
12 82 91 
2 37 91 
12 24 91 
26 80 92 
12 30 92 
25 88 92 
32 55 92 
13 25 92 
8 17 93 
26 92 93 
3 22 93 
29 57 93 
12 49 93 
41 46 94 
6 75 94 
39 71 94 
55 92 94 
28 31 95 
3 29 95 
41 42 95 
21 48 95 
15 36 96 
28 44 96 
26 80 96 
33 72 96 
39 71 96 
32 60 97 
1 24 97 
50 51 97 
28 57 97 
12 46 98 
3 22 98 
24 27 98 
12 29 98 
28 68 98 
22 90 99 
28 44 99 
13 28 99 
36 96 99 
7 18 100 
2 33 100 
5 47 100 
3 63 100 
27 44 100 
12 83 101 
2 38 101 
12 81 101 
8 17 101 
23 26 102 
30 53 102 
26 39 102 
26 35 102 
25 83 102 
25 102 103 
35 62 103 
5 60 103 
26 32 103 
33 73 103 
12 30 104 
3 29 104 
21 75 104 
28 68 104 
30 56 104 
51 90 105 
15 36 105 
7 18 105 
2 62 105 
25 31 105 
25 28 106 
3 79 106 
24 72 106 
12 77 106 
29 58 107 
13 92 107 
24 34 107 
12 13 107 
30 72 107 
32 92 108 
24 66 108 
31 58 108 
13 28 108 
25 33 109 
48 49 109 
26 89 109 
12 24 109 
6 19 109 
4 38 110 
92 93 110 
29 107 110 
4 21 110 
12 43 111 
36 99 111 
3 29 111 
18 37 111 
3 31 112 
12 13 112 
2 62 112 
21 48 112 
13 48 113 
30 84 113 
12 29 113 
79 85 113 
25 31 114 
29 95 114 
37 39 114 
3 22 114 
27 33 115 
12 49 115 
49 80 115 
25 28 115 
4 62 116 
65 87 116 
6 19 116 
13 28 116 
33 41 117 
21 42 117 
28 41 117 
29 33 117 
7 46 117 
28 31 118 
37 55 118 
26 49 118 
46 66 118 
1 24 118 
24 70 119 
32 108 119 
31 58 119 
2 105 119 
7 66 119 
7 50 120 
29 107 120 
4 51 120 
7 84 120 
43 111 120 
3 93 121 
41 91 121 
83 101 121 
9 16 121 
21 117 121 
2 33 122 
27 61 122 
27 33 122 
24 45 122 
35 45 123 
13 24 123 
12 111 123 
36 47 123 
12 91 123 
105 119 124 
3 41 124 
6 26 124 
25 114 124 
13 116 125 
41 117 125 
24 27 125 
19 27 125 
12 61 125 
24 27 126 
2 62 126 
71 96 126 
12 77 126 
20 47 127 
2 112 127 
24 70 127 
24 119 127 
36 111 128 
24 73 128 
21 46 128 
28 31 128 
22 27 129 
84 113 129 
3 80 129 
19 88 129 
13 65 129 
30 83 130 
29 33 130 
8 71 130 
2 23 130 
13 55 130 
58 108 131 
24 119 131 
29 98 131 
19 69 131 
2 23 131 
79 106 132 
41 117 132 
50 53 132 
12 49 132 
13 73 132 
25 28 133 
6 24 133 
50 132 133 
23 48 133 
39 71 134 
21 48 134 
7 18 134 
22 27 134 
12 91 134 
19 24 135 
119 131 135 
12 29 135 
37 62 135 
2 38 136 
12 83 136 
7 36 136 
22 82 136 
21 42 137 
24 131 137 
36 96 137 
29 107 137 
105 119 137 
91 121 138 
29 110 138 
26 89 138 
33 37 138 
37 91 138 
33 51 139 
4 51 139 
25 33 139 
15 36 139 
13 99 139 
13 73 140 
27 61 140 
12 82 140 
24 107 140 
22 78 140 
18 134 141 
29 31 141 
2 23 141 
26 35 141 
41 42 141 
12 109 142 
27 134 142 
79 85 142 
66 72 142 
25 28 143 
19 69 143 
25 28 143 
25 53 143 
82 140 144 
39 40 144 
28 44 144 
41 46 144 
13 34 145 
13 116 145 
37 138 145 
22 39 145 
65 87 146 
2 73 146 
4 59 146 
13 139 146 
3 80 147 
2 23 147 
31 82 147 
27 122 147 
13 25 148 
23 133 148 
57 76 148 
92 110 148 
68 98 148 
29 31 149 
7 60 149 
25 34 149 
