1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
5 20 24 
5 20 24 
7 18 24 
3 22 25 
6 19 25 
12 13 25 
18 24 25 
5 24 26 
20 24 26 
20 24 26 
6 24 26 
10 15 27 
5 20 27 
6 19 27 
22 25 27 
3 25 28 
5 24 28 
7 18 28 
20 24 28 
11 14 29 
20 24 29 
5 27 29 
5 24 29 
5 24 30 
18 24 30 
20 28 30 
20 28 30 
20 29 31 
15 27 31 
22 25 31 
28 30 31 
7 24 32 
18 24 32 
24 29 32 
11 14 32 
7 24 33 
24 26 33 
18 25 33 
30 31 33 
3 22 34 
26 33 34 
15 31 34 
22 31 34 
25 27 35 
5 29 35 
15 31 35 
24 26 35 
5 20 36 
9 16 36 
5 29 36 
22 34 36 
7 18 37 
11 32 37 
20 29 37 
5 27 37 
20 24 38 
24 29 38 
20 30 38 
18 25 38 
13 25 39 
30 33 39 
24 38 39 
24 29 39 
13 25 40 
5 24 40 
9 36 40 
24 26 40 
24 35 41 
24 26 41 
7 33 41 
20 29 41 
10 15 42 
18 28 42 
5 35 42 
12 13 42 
26 34 43 
25 40 43 
5 35 43 
30 38 43 
20 24 44 
18 38 44 
10 15 44 
6 25 44 
28 30 45 
38 43 45 
38 44 45 
24 41 45 
5 42 46 
27 37 46 
5 24 46 
22 36 46 
18 32 47 
24 40 47 
5 29 47 
22 34 47 
27 31 48 
5 36 48 
20 38 48 
5 35 48 
5 20 49 
18 44 49 
24 26 49 
15 44 49 
31 33 50 
15 34 50 
44 45 50 
19 27 50 
20 24 51 
7 24 51 
19 24 51 
7 18 51 
29 31 52 
20 24 52 
29 38 52 
20 30 52 
20 37 53 
27 31 53 
43 45 53 
9 40 53 
20 36 54 
33 41 54 
24 46 54 
27 50 54 
7 51 55 
33 34 55 
22 25 55 
5 43 55 
24 32 56 
24 49 56 
24 29 56 
6 24 56 
18 24 57 
44 49 57 
44 50 57 
5 24 57 
6 24 58 
5 29 58 
18 24 58 
24 29 58 
7 18 59 
27 37 59 
29 52 59 
33 55 59 
5 36 59 
28 42 60 
24 33 60 
22 47 60 
13 40 60 
6 25 61 
5 43 61 
18 38 61 
15 44 61 
24 33 62 
24 56 62 
5 35 62 
20 24 62 
55 59 63 
35 41 63 
20 30 63 
24 49 63 
38 43 64 
22 34 64 
26 43 64 
5 29 64 
38 64 65 
28 30 65 
35 41 65 
13 25 65 
13 39 66 
5 24 66 
25 33 66 
18 49 66 
5 35 67 
20 36 67 
5 20 67 
22 31 67 
24 46 68 
24 28 68 
30 33 68 
24 33 68 
20 37 69 
5 20 69 
27 50 69 
30 63 69 
11 32 70 
22 67 70 
28 42 70 
7 18 70 
27 46 71 
10 15 71 
6 26 71 
25 31 71 
35 63 72 
24 54 72 
5 35 72 
24 30 72 
14 32 73 
30 63 73 
22 34 73 
5 29 73 
20 24 74 
45 53 74 
27 31 74 
24 40 74 
7 41 75 
24 56 75 
33 55 75 
28 65 75 
28 70 76 
12 13 76 
5 35 76 
18 38 76 
28 42 77 
18 28 77 
9 16 77 
24 62 77 
18 38 77 
38 48 78 
24 77 78 
18 59 78 
24 68 78 
