1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
4 21 24 
7 18 24 
1 24 25 
4 21 25 
4 24 26 
6 24 26 
12 13 27 
1 24 27 
24 26 27 
6 24 28 
12 13 28 
1 24 28 
6 24 29 
6 26 29 
12 28 30 
6 28 30 
6 26 31 
1 24 31 
4 25 32 
6 24 32 
7 24 33 
28 30 33 
4 21 34 
13 27 34 
28 30 34 
6 24 35 
12 13 35 
6 24 35 
12 27 36 
12 30 36 
4 34 37 
6 26 37 
24 35 37 
1 24 38 
28 33 38 
4 25 39 
25 32 39 
12 36 40 
7 18 40 
28 30 41 
7 24 41 
1 24 42 
7 41 42 
6 26 43 
5 20 43 
24 28 44 
27 34 44 
28 38 45 
24 25 45 
12 36 46 
30 41 46 
24 37 47 
24 44 47 
26 43 48 
28 30 48 
4 25 49 
6 30 49 
4 25 50 
1 31 50 
44 47 51 
30 36 51 
7 18 51 
7 18 52 
4 21 52 
30 34 53 
24 27 53 
7 18 54 
1 24 54 
7 24 54 
3 22 55 
28 45 55 
28 48 55 
28 48 56 
31 50 56 
1 24 57 
6 37 57 
7 24 58 
6 19 58 
12 30 58 
4 25 59 
7 33 59 
28 30 60 
7 18 60 
4 21 61 
18 52 61 
4 50 62 
25 32 62 
33 38 63 
4 21 63 
1 31 64 
34 37 64 
12 36 64 
24 47 65 
24 27 65 
37 64 65 
24 35 66 
28 30 66 
6 58 67 
21 24 67 
37 47 68 
12 40 68 
1 24 68 
4 34 69 
37 64 69 
50 62 70 
12 27 70 
24 53 71 
41 42 71 
28 30 72 
4 24 72 
1 68 72 
5 20 73 
1 64 73 
64 65 74 
4 39 74 
28 33 74 
6 28 75 
7 24 75 
44 51 76 
6 67 76 
28 55 77 
12 30 77 
1 24 78 
4 69 78 
28 30 78 
24 68 79 
20 73 79 
3 22 79 
4 69 80 
6 19 80 
28 33 80 
25 32 81 
5 43 81 
24 26 82 
32 62 82 
24 26 83 
7 59 83 
1 31 84 
24 26 84 
1 68 84 
25 32 85 
30 34 85 
28 33 86 
3 55 86 
5 20 87 
7 41 87 
30 85 87 
21 63 88 
25 45 88 
6 24 88 
24 35 89 
21 24 89 
4 25 90 
38 45 90 
7 24 91 
24 89 91 
28 56 92 
7 24 92 
24 26 92 
45 90 93 
12 27 93 
41 87 94 
44 47 94 
28 80 95 
13 34 95 
24 27 96 
28 45 96 
20 73 97 
21 52 97 
32 39 98 
12 27 98 
18 24 99 
26 29 99 
3 22 100 
7 83 100 
13 95 100 
25 49 101 
28 30 101 
3 86 101 
7 33 102 
24 66 102 
24 32 103 
21 67 103 
36 40 104 
1 57 104 
64 65 105 
6 26 105 
80 95 106 
69 80 106 
38 45 107 
27 70 107 
24 79 108 
3 86 108 
6 24 108 
7 59 109 
43 81 109 
1 54 110 
63 88 110 
12 98 111 
24 26 111 
80 95 112 
24 28 112 
6 108 113 
24 108 113 
4 90 114 
28 45 114 
1 54 115 
12 30 115 
25 101 115 
31 56 116 
25 39 116 
41 87 117 
24 89 117 
4 34 118 
44 47 118 
28 60 119 
24 68 119 
24 28 119 
28 96 120 
4 63 120 
30 53 121 
5 43 121 
24 89 122 
21 34 122 
24 84 123 
25 32 123 
30 34 124 
6 32 124 
28 120 125 
36 64 125 
4 25 126 
24 78 126 
90 93 127 
27 34 127 
6 30 128 
37 57 128 
6 19 129 
26 31 129 
27 107 130 
35 37 130 
33 80 130 
34 37 131 
7 51 131 
13 100 132 
33 74 132 
24 54 132 
12 28 133 
4 118 133 
28 56 133 
64 65 134 
37 64 134 
39 74 134 
53 121 135 
7 52 135 
32 124 136 
47 94 136 
28 48 137 
5 20 137 
66 102 137 
7 131 138 
6 28 138 
6 19 139 
43 121 139 
26 31 140 
4 72 140 
89 117 141 
34 118 141 
25 32 142 
38 45 142 
38 90 142 
1 104 143 
24 26 143 
33 38 144 
25 32 144 
28 119 144 
21 88 145 
69 80 145 
90 114 146 
6 28 146 
13 27 147 
24 96 147 
31 64 148 
4 34 148 
27 53 149 
68 119 149 
28 86 150 
30 128 150 
1 104 151 
12 28 151 
21 67 152 
28 74 152 
28 48 152 
65 74 153 
34 37 153 
4 39 154 
13 34 154 
13 132 155 
32 85 155 
28 48 156 
25 62 156 
1 24 156 
24 27 157 
6 35 157 
24 26 157 
45 96 158 
66 102 158 
7 24 159 
21 61 159 
25 32 159 
7 52 160 
27 65 160 
24 28 160 
4 114 161 
6 24 161 
30 34 162 
114 161 162 
24 160 162 
36 64 163 
4 25 163 
11 14 164 
12 30 164 
48 152 165 
28 33 165 
7 138 165 
24 28 166 
4 133 166 
6 35 166 
56 116 167 
12 40 167 
12 13 167 
7 131 168 
24 54 168 
34 85 168 
28 144 169 
28 86 169 
24 123 169 
86 150 170 
56 92 170 
25 90 171 
6 67 171 
7 18 172 
4 72 172 
45 96 173 
5 73 173 
80 145 174 
34 124 174 
26 31 174 
114 161 175 
28 75 175 
3 22 176 
30 124 176 
4 34 177 
47 94 177 
34 53 178 
41 87 178 
44 76 179 
1 54 179 
128 150 179 
45 173 180 
90 93 180 
33 130 181 
24 108 181 
24 27 182 
28 175 182 
24 28 183 
64 163 183 
1 151 183 
68 149 184 
12 27 184 
88 110 185 
37 64 185 
28 160 186 
27 96 186 
26 43 187 
37 64 187 
28 48 188 
30 78 188 
33 80 188 
1 42 189 
21 67 189 
53 121 189 
26 105 190 
24 126 190 
28 75 190 
27 96 191 
18 99 191 
5 20 192 
64 163 192 
1 73 193 
38 144 193 
5 43 193 
1 24 194 
24 32 194 
24 41 194 
83 100 195 
24 147 195 
26 43 196 
12 36 196 
1 24 197 
24 27 197 
1 54 197 
24 26 198 
69 106 198 
56 92 199 
73 97 199 
7 52 200 
24 92 200 
3 22 201 
1 193 201 
1 197 202 
33 74 202 
6 138 202 
100 132 203 
1 73 203 
12 30 204 
67 171 204 
86 108 205 
34 85 205 
1 54 206 
30 72 206 
6 24 207 
4 49 207 
25 159 207 
6 128 208 
45 180 208 
24 28 209 
30 48 209 
24 108 209 
74 153 210 
66 102 210 
24 147 211 
27 96 211 
41 87 212 
30 78 212 
7 24 213 
7 51 213 
13 167 214 
25 32 214 
7 42 215 
124 176 215 
4 39 216 
118 133 216 
6 29 216 
28 183 217 
92 199 217 
29 99 218 
132 155 218 
56 116 219 
4 25 219 
12 151 220 
25 123 220 
6 24 221 
13 27 221 
4 69 221 
27 147 222 
64 73 222 
99 191 223 
24 25 223 
24 27 224 
7 60 224 
4 72 225 
45 96 225 
73 199 226 
37 47 226 
24 156 226 
73 222 227 
34 37 227 
7 52 228 
110 185 228 
7 24 229 
130 181 229 
28 30 230 
13 100 230 
28 75 231 
31 84 231 
41 42 231 
12 30 232 
24 78 232 
1 54 232 
41 212 233 
4 25 233 
48 152 233 
52 135 234 
79 108 234 
110 228 234 
73 79 235 
124 215 235 
34 154 235 
21 24 236 
6 171 236 
7 165 236 
1 232 237 
4 177 237 
73 222 238 
6 236 238 
28 138 239 
11 14 239 
41 87 240 
12 232 240 
28 33 241 
30 53 241 
108 113 242 
50 62 242 
31 129 242 
132 155 243 
1 25 243 
80 106 244 
12 98 244 
42 215 245 
34 177 245 
25 159 246 
163 192 246 
30 128 246 
28 101 247 
28 120 247 
24 211 247 
47 94 248 
25 156 248 
25 50 248 
45 208 249 
24 32 249 
43 81 250 
41 240 250 
124 176 250 
68 119 251 
64 65 251 
20 73 252 
24 29 252 
24 27 253 
89 117 253 
29 252 254 
6 28 254 
32 155 255 
128 150 255 
24 92 256 
86 150 256 
6 202 257 
27 149 257 
37 134 258 
118 133 258 
25 45 259 
30 33 259 
47 94 260 
124 176 260 
12 13 261 
87 117 261 
44 47 261 
132 155 262 
116 167 262 
100 132 263 
65 74 263 
27 224 264 
40 167 264 
6 108 265 
49 101 265 
118 133 265 
156 248 266 
73 222 266 
20 192 267 
28 45 267 
176 250 267 
19 58 268 
64 65 268 
68 149 269 
25 90 269 
28 44 270 
28 138 270 
73 222 271 
6 30 271 
5 20 271 
24 147 272 
63 88 272 
12 220 273 
163 246 273 
28 86 274 
12 115 274 
6 138 274 
28 66 275 
31 174 275 
90 93 276 
124 250 276 
7 24 276 
7 131 277 
49 101 277 
45 259 278 
19 80 278 
44 118 279 
28 30 279 
25 39 280 
147 195 280 
25 32 281 
24 92 281 
39 98 282 
25 123 282 
21 67 282 
45 90 283 
24 35 283 
13 100 284 
37 57 284 
24 147 285 
181 229 285 
56 92 285 
1 24 286 
48 152 286 
12 30 287 
12 64 287 
31 242 287 
4 172 288 
128 208 288 
