1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
8 17 24 
9 16 24 
12 13 25 
9 16 25 
6 24 26 
6 19 26 
1 24 27 
6 19 27 
10 15 28 
2 23 28 
9 24 28 
7 18 29 
13 25 29 
6 24 29 
6 26 30 
23 28 30 
8 17 31 
1 27 31 
6 19 32 
13 25 32 
10 28 33 
8 17 33 
11 14 34 
3 22 34 
8 24 35 
4 21 35 
7 18 35 
13 29 36 
24 27 36 
6 24 37 
1 24 37 
24 37 38 
29 36 38 
11 14 38 
23 28 39 
24 29 39 
25 32 40 
21 35 40 
4 35 40 
6 30 41 
7 18 41 
26 30 42 
12 13 42 
7 18 43 
25 29 43 
29 36 43 
8 17 44 
26 30 44 
13 32 45 
30 41 45 
24 29 46 
6 24 46 
24 28 47 
13 29 47 
6 27 48 
28 30 48 
