1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
8 17 24 
11 14 24 
4 21 24 
6 19 24 
11 14 25 
8 17 25 
8 17 25 
17 24 25 
11 25 26 
11 14 26 
6 19 26 
8 24 26 
24 25 27 
14 26 27 
6 26 27 
6 26 28 
8 25 28 
11 24 28 
4 21 29 
24 26 29 
8 17 29 
8 17 29 
24 29 30 
5 20 30 
24 25 30 
8 26 30 
21 29 31 
6 26 31 
26 27 31 
26 27 32 
24 25 32 
20 30 32 
11 14 32 
8 17 33 
24 29 33 
11 26 33 
14 26 33 
20 30 34 
24 28 34 
6 19 34 
26 29 34 
26 31 35 
11 24 35 
8 33 35 
3 22 35 
28 34 36 
11 25 36 
10 15 36 
27 31 36 
4 21 37 
11 14 37 
24 33 37 
4 21 37 
24 25 38 
8 29 38 
8 24 38 
26 33 39 
8 25 39 
19 26 39 
4 21 40 
17 25 40 
21 29 40 
24 26 40 
20 30 41 
11 14 41 
24 25 41 
5 20 41 
21 24 42 
24 30 42 
11 26 42 
17 29 42 
8 29 43 
4 21 43 
24 25 43 
11 35 43 
21 31 44 
8 17 44 
24 27 44 
11 14 44 
26 29 45 
26 40 45 
14 44 45 
24 25 46 
24 32 46 
4 43 46 
20 41 47 
20 41 47 
14 37 47 
8 30 47 
5 20 48 
29 38 48 
11 32 48 
11 14 49 
11 25 49 
24 28 49 
26 33 49 
11 35 50 
26 42 50 
26 39 50 
4 46 50 
4 21 51 
14 24 51 
37 47 51 
8 25 52 
26 31 52 
41 47 52 
28 34 53 
11 42 53 
6 26 53 
24 42 54 
26 32 54 
20 30 54 
17 25 55 
8 17 55 
26 28 55 
25 26 56 
19 26 56 
11 26 56 
17 25 57 
14 44 57 
26 31 57 
3 35 58 
28 55 58 
5 20 58 
25 55 59 
8 25 59 
8 17 59 
14 57 60 
24 29 60 
14 44 60 
31 44 61 
6 26 61 
11 14 61 
11 14 62 
24 44 62 
20 48 62 
14 57 63 
24 30 63 
24 30 63 
26 29 63 
14 37 64 
27 31 64 
19 26 64 
47 52 65 
3 35 65 
26 50 65 
26 54 65 
32 54 66 
24 30 66 
25 26 66 
30 34 66 
11 25 67 
6 19 67 
24 60 67 
21 29 67 
11 62 68 
11 44 68 
25 57 68 
24 37 69 
11 14 69 
62 68 69 
14 41 69 
24 33 70 
14 57 70 
57 68 70 
17 29 70 
42 54 71 
24 62 71 
24 62 71 
21 40 72 
4 21 72 
11 33 72 
20 30 72 
68 70 73 
8 29 73 
26 42 73 
4 29 73 
8 17 74 
26 28 74 
32 54 74 
35 50 75 
4 43 75 
8 17 75 
14 57 75 
20 30 76 
31 61 76 
26 31 76 
68 73 76 
14 49 77 
47 51 77 
8 33 77 
4 73 78 
6 24 78 
14 60 78 
25 67 79 
35 65 79 
27 64 79 
11 25 80 
20 41 80 
6 19 80 
37 69 80 
35 43 81 
4 21 81 
24 28 81 
21 72 81 
33 72 82 
33 70 82 
4 21 82 
11 14 83 
42 71 83 
44 60 83 
42 50 84 
30 63 84 
8 26 84 
4 21 84 
11 14 85 
14 32 85 
28 49 85 
8 75 86 
8 38 86 
25 26 86 
19 26 87 
26 32 87 
5 20 87 
54 65 87 
26 27 88 
11 37 88 
8 38 88 
60 83 89 
26 52 89 
35 58 89 
2 23 90 
29 67 90 
47 77 90 
31 61 91 
17 55 91 
20 34 91 
3 35 92 
11 25 92 
11 33 92 
35 81 92 
8 84 93 
11 14 93 
4 46 93 
28 49 93 
33 72 94 
28 81 94 
4 21 94 
35 81 95 
26 66 95 
3 22 95 
4 51 96 
8 86 96 
15 36 96 
24 25 96 
6 27 97 
8 25 97 
27 31 97 
8 84 97 
8 17 98 
4 21 98 
27 31 98 
8 28 98 
21 84 99 
8 25 99 
21 43 99 
62 68 99 
10 36 100 
24 42 100 
14 41 100 
4 73 101 
26 40 101 
3 35 101 
24 25 101 
8 59 102 
26 32 102 
4 21 102 
26 87 102 
33 82 103 
8 25 103 
54 65 103 
24 44 103 
26 40 104 
11 37 104 
8 25 104 
4 29 104 
35 43 105 
8 17 105 
26 42 105 
37 69 105 
24 100 106 
24 70 106 
28 58 106 
11 14 107 
21 98 107 
37 69 107 
30 72 108 
26 65 108 
33 72 108 
37 51 109 
11 14 109 
11 14 109 
8 38 110 
14 61 110 
37 47 110 
25 28 110 
14 61 111 
24 25 111 
17 33 111 
26 86 111 
46 93 112 
21 84 112 
42 71 112 
19 26 112 
35 81 113 
28 93 113 
47 110 113 
8 17 114 
62 68 114 
24 30 114 
42 83 114 
8 84 115 
8 75 115 
8 17 115 
14 61 116 
19 26 116 
30 72 116 
19 24 116 
46 50 117 
19 26 117 
14 24 117 
31 61 118 
41 100 118 
26 52 118 
26 28 119 
17 55 119 
42 54 119 
83 114 119 
24 71 120 
17 55 120 
4 102 120 
21 31 120 
23 90 121 
28 34 121 
17 25 121 
24 51 122 
57 68 122 
30 76 122 
4 96 123 
40 45 123 
32 46 123 
8 98 123 
17 91 124 
17 25 124 
31 64 124 
26 116 124 
46 93 125 
25 59 125 
25 59 125 
37 51 126 
27 32 126 
20 62 126 
24 106 127 
30 114 127 
4 102 127 
38 48 128 
8 33 128 
3 65 128 
46 93 128 
24 78 129 
26 42 129 
26 64 129 
26 29 130 
11 14 130 
25 80 130 
4 21 130 
11 42 131 
19 67 131 
31 76 131 
45 123 131 
26 52 132 
11 26 132 
25 101 132 
27 31 133 
61 116 133 
29 38 133 
27 88 134 
3 35 134 
10 15 134 
15 36 134 
28 106 135 
20 30 135 
54 65 135 
35 92 135 
106 135 136 
8 84 136 
3 22 136 
32 87 136 
44 83 137 
26 33 137 
17 124 137 
36 96 137 
8 99 138 
43 46 138 
15 134 138 
24 111 139 
62 68 139 
37 88 139 
6 31 140 
33 37 140 
26 130 140 
11 24 140 
8 52 141 
37 51 141 
14 32 141 
24 139 142 
63 84 142 
17 115 142 
62 68 143 
10 134 143 
4 21 143 
11 26 144 
26 50 144 
24 29 144 
6 26 145 
17 115 145 
8 29 145 
3 22 145 
4 46 146 
28 81 146 
40 72 146 
14 24 146 
14 37 147 
24 25 147 
19 24 147 
24 42 147 
11 26 148 
25 28 148 
8 26 148 
11 26 148 
47 110 149 
19 26 149 
25 132 149 
28 58 149 
33 137 150 
41 100 150 
30 84 150 
82 103 150 
24 111 151 
27 31 151 
26 116 151 
45 123 151 
34 91 152 
67 90 152 
28 53 152 
14 32 152 
4 21 153 
20 30 153 
103 150 153 
10 15 153 
11 80 154 
6 19 154 
26 32 154 
26 32 154 
48 128 155 
30 114 155 
68 143 155 
8 75 155 
11 14 156 
37 105 156 
21 94 156 
8 103 156 
23 90 157 
86 111 157 
21 98 157 
8 26 158 
31 52 158 
8 75 158 
11 14 158 
29 90 159 
96 137 159 
4 21 159 
4 50 160 
3 92 160 
46 128 160 
26 40 161 
17 91 161 
83 89 161 
31 44 161 
19 116 162 
46 50 162 
4 160 162 
8 29 162 
26 50 163 
22 95 163 
31 161 163 
24 139 164 
27 133 164 
28 81 164 
26 31 164 
6 154 165 
50 84 165 
42 129 165 
27 44 165 
24 27 166 
31 151 166 
8 35 166 
4 21 166 
8 115 167 
106 135 167 
14 41 167 
103 156 167 
11 14 168 
84 150 168 
46 93 168 
60 67 168 
11 14 169 
17 120 169 
60 83 169 
11 33 169 
26 56 170 
11 72 170 
42 119 170 
83 169 170 
11 14 171 
4 46 171 
27 44 171 
87 102 171 
26 104 172 
8 123 172 
17 33 172 
43 46 173 
26 42 173 
27 151 173 
17 29 173 
95 163 174 
91 124 174 
27 32 174 
68 139 174 
11 37 175 
62 126 175 
27 126 175 
25 39 176 
26 33 176 
26 40 176 
11 109 176 
8 158 177 
4 21 177 
26 108 177 
30 116 177 
132 149 178 
24 25 178 
26 65 178 
25 26 179 
4 43 179 
21 84 179 
8 162 180 
24 147 180 
8 115 180 
57 70 180 
11 171 181 
14 51 181 
26 144 181 
26 42 182 
35 43 182 
44 83 182 
37 140 183 
26 118 183 
77 90 183 
25 67 183 
44 68 184 
17 55 184 
27 44 184 
110 149 184 
8 77 185 
3 22 185 
54 103 185 
8 141 186 
4 153 186 
8 155 186 
8 52 186 
55 59 187 
40 161 187 
32 85 187 
14 57 187 
26 118 188 
68 184 188 
42 53 188 
33 82 189 
17 55 189 
8 177 189 
5 20 189 
24 49 190 
17 25 190 
3 136 190 
93 113 191 
27 44 191 
17 29 191 
8 177 191 
11 158 192 
149 178 192 
33 72 192 
6 31 192 
3 35 193 
26 42 193 
184 188 193 
11 32 193 
14 63 194 
111 139 194 
10 134 194 
11 181 195 
32 187 195 
4 96 195 
8 166 196 
26 104 196 
11 25 196 
8 25 196 
8 28 197 
110 113 197 
31 61 197 
82 189 197 
20 91 198 
84 99 198 
25 52 198 
28 121 199 
33 140 199 
30 66 199 
26 33 200 
6 78 200 
52 65 200 
11 14 200 
72 108 201 
