1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
10 15 24 
12 13 24 
7 18 24 
3 22 25 
1 24 25 
12 13 25 
10 15 26 
7 24 26 
24 25 26 
7 18 27 
18 24 27 
3 22 27 
12 24 28 
1 24 28 
18 27 28 
7 24 29 
6 19 29 
24 25 29 
25 29 30 
7 24 30 
7 18 30 
18 30 31 
18 24 31 
3 25 31 
18 24 32 
24 26 32 
24 25 32 
5 20 33 
18 27 33 
25 29 33 
18 27 34 
8 17 34 
7 18 34 
10 26 35 
18 24 35 
6 19 35 
10 35 36 
22 27 36 
24 25 36 
18 34 37 
18 28 37 
10 36 37 
18 35 38 
7 18 38 
6 29 38 
5 20 39 
3 25 39 
7 24 39 
24 28 40 
5 39 40 
12 28 40 
3 25 41 
3 25 41 
24 29 41 
24 39 42 
1 25 42 
1 25 42 
24 26 43 
25 29 43 
29 41 43 
26 43 44 
6 29 44 
6 35 44 
25 31 45 
24 28 45 
7 38 45 
25 36 46 
35 36 46 
25 32 46 
12 25 47 
5 40 47 
24 32 47 
8 17 48 
18 28 48 
1 42 48 
25 32 49 
1 25 49 
24 39 49 
18 28 50 
29 38 50 
12 47 50 
9 16 51 
18 38 51 
12 24 52 
24 25 52 
28 45 52 
24 29 53 
1 25 53 
28 40 53 
6 29 54 
24 41 54 
6 29 54 
18 30 55 
6 44 55 
25 42 56 
29 30 56 
28 45 56 
27 36 57 
5 20 57 
18 35 57 
24 35 58 
5 33 58 
28 45 58 
18 27 59 
29 50 59 
3 25 59 
50 59 60 
18 27 60 
18 50 60 
27 59 61 
1 42 61 
18 28 61 
25 46 62 
10 26 62 
1 42 63 
8 34 63 
18 32 63 
24 25 64 
6 35 64 
18 57 64 
18 27 65 
26 44 65 
29 50 65 
24 39 66 
27 33 66 
25 46 66 
36 46 67 
7 45 67 
35 36 67 
28 58 68 
28 45 68 
19 35 68 
18 30 69 
18 37 69 
34 37 69 
24 39 70 
30 69 70 
32 47 70 
20 33 71 
28 40 71 
12 52 72 
1 63 72 
24 25 72 
40 47 73 
24 31 73 
6 35 73 
25 39 74 
18 34 74 
29 43 74 
29 50 75 
28 48 75 
18 51 75 
24 26 76 
38 51 76 
7 39 76 
27 66 77 
12 52 77 
25 32 77 
1 61 78 
24 42 78 
40 71 78 
12 25 79 
46 67 79 
30 69 79 
25 66 80 
69 70 80 
7 24 81 
6 54 81 
33 71 81 
18 27 82 
24 39 82 
10 35 82 
12 77 83 
4 21 83 
2 23 84 
25 80 84 
15 26 84 
38 76 85 
18 28 85 
3 22 85 
29 38 86 
28 48 86 
8 48 86 
24 25 87 
25 80 87 
7 30 87 
25 33 88 
22 36 88 
15 26 88 
4 83 89 
18 27 89 
18 30 89 
36 46 90 
25 42 90 
63 72 90 
35 46 91 
36 57 91 
80 87 92 
36 88 92 
24 29 92 
6 44 93 
12 50 93 
24 25 93 
42 48 94 
80 92 94 
18 33 94 
7 38 95 
29 53 95 
18 27 95 
7 24 96 
28 68 96 
59 60 96 
24 29 97 
50 59 97 
46 67 97 
13 25 98 
50 65 98 
7 95 98 
45 58 99 
80 84 99 
35 44 99 
7 26 100 
12 72 100 
17 34 100 
