1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
10 15 24 
11 14 24 
12 13 24 
4 21 25 
8 17 25 
12 13 25 
10 15 26 
10 15 26 
5 20 26 
15 24 26 
9 16 27 
10 24 27 
10 26 27 
5 20 27 
5 27 28 
20 26 28 
15 26 28 
15 28 29 
9 27 29 
27 28 29 
3 22 29 
27 29 30 
5 20 30 
28 29 30 
15 26 31 
15 26 31 
27 29 31 
5 27 31 
10 27 32 
27 29 32 
10 27 32 
28 30 33 
27 28 33 
3 22 33 
3 22 33 
13 24 34 
10 27 34 
20 27 34 
24 26 34 
8 17 35 
27 31 35 
5 20 35 
8 17 35 
5 30 36 
11 14 36 
10 24 36 
8 17 36 
