1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
11 14 24 
3 22 24 
9 16 25 
22 24 25 
24 25 26 
16 25 26 
7 18 26 
12 13 27 
8 17 27 
10 15 27 
12 13 28 
12 27 28 
4 21 28 
14 24 29 
12 27 29 
4 28 29 
21 28 30 
12 28 30 
3 24 30 
8 27 31 
3 24 31 
10 15 31 
24 30 32 
8 17 32 
24 31 32 
9 16 33 
8 17 33 
17 27 33 
8 17 34 
25 26 34 
28 30 34 
8 17 35 
10 15 35 
6 19 35 
10 27 36 
8 17 36 
7 26 36 
22 25 37 
3 31 37 
11 14 37 
3 30 38 
25 34 38 
4 21 38 
3 37 39 
15 27 39 
27 33 39 
16 25 40 
11 24 40 
8 27 40 
11 14 41 
15 27 41 
15 31 42 
8 17 42 
17 33 42 
4 29 43 
12 28 43 
24 40 44 
1 24 44 
12 27 45 
14 41 45 
29 43 45 
31 37 46 
19 35 46 
4 28 46 
24 31 47 
37 46 47 
25 34 47 
21 28 48 
15 39 48 
19 35 48 
28 34 49 
6 19 49 
21 48 50 
25 37 50 
27 41 51 
6 19 51 
28 30 51 
5 20 52 
34 47 52 
28 48 53 
37 46 53 
28 30 53 
27 31 54 
3 22 54 
25 40 54 
10 31 55 
10 15 55 
8 40 55 
3 54 56 
19 51 56 
25 47 56 
15 35 57 
24 31 57 
10 35 57 
41 51 58 
19 35 58 
10 36 58 
46 53 59 
8 32 59 
13 27 60 
3 54 60 
48 53 60 
12 30 61 
19 35 61 
25 34 61 
28 34 62 
12 28 62 
1 44 62 
12 13 63 
6 19 63 
14 41 63 
28 46 64 
4 29 64 
12 30 64 
31 42 65 
31 37 65 
37 47 66 
1 62 66 
27 33 66 
11 24 67 
1 44 67 
8 17 67 
4 64 68 
54 56 68 
1 44 68 
10 55 69 
10 27 69 
14 24 69 
4 38 70 
3 31 70 
28 48 70 
25 38 71 
17 33 71 
27 41 72 
28 64 72 
13 27 72 
1 68 73 
21 48 73 
41 45 74 
3 54 74 
19 35 74 
8 35 75 
28 53 75 
28 72 75 
3 74 76 
22 25 76 
30 64 76 
11 41 77 
33 42 77 
10 55 78 
15 31 78 
25 50 78 
45 74 79 
55 69 79 
5 20 79 
16 25 80 
28 30 80 
8 17 80 
6 19 81 
8 55 81 
24 32 82 
54 74 82 
17 71 82 
17 33 83 
30 38 83 
28 43 83 
47 56 84 
27 41 84 
17 35 84 
40 55 85 
34 38 85 
22 24 85 
17 35 86 
15 42 86 
24 85 86 
40 44 87 
25 47 87 
24 44 88 
3 37 88 
54 68 88 
13 28 89 
8 17 89 
3 31 89 
54 60 90 
14 41 90 
48 53 91 
55 69 91 
41 74 91 
55 69 92 
40 44 92 
56 68 93 
64 76 93 
24 69 93 
27 60 94 
25 34 94 
56 68 95 
72 75 95 
4 64 95 
11 14 96 
41 72 96 
21 48 96 
3 31 97 
19 51 97 
4 29 98 
8 35 98 
15 42 98 
15 55 99 
55 91 99 
3 30 99 
6 81 100 
30 64 100 
29 43 100 
8 42 101 
27 72 101 
10 35 101 
24 31 102 
10 57 102 
4 38 102 
6 19 103 
10 15 103 
3 31 103 
35 61 104 
