1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
8 17 24 
4 21 25 
17 24 26 
3 22 27 
1 24 28 
17 26 29 
10 15 30 
1 24 31 
8 17 34 
7 18 35 
3 27 36 
3 27 37 
3 22 38 
21 25 39 
3 22 40 
21 25 41 
9 16 42 
12 13 43 
10 15 44 
16 42 45 
27 37 46 
8 17 47 
16 42 48 
10 44 49 
1 28 50 
9 16 51 
21 25 52 
25 41 53 
10 44 54 
8 24 55 
8 34 56 
10 15 57 
3 27 58 
27 37 59 
10 15 60 
34 56 61 
15 57 62 
17 34 63 
9 16 64 
10 15 65 
10 54 66 
57 62 67 
27 58 68 
37 46 69 
22 38 71 
17 26 72 
9 16 73 
62 67 75 
8 17 76 
10 54 77 
25 53 78 
16 48 79 
9 16 80 
16 79 81 
34 63 82 
17 47 83 
3 22 84 
16 48 85 
17 34 86 
17 26 87 
10 15 88 
12 13 89 
10 57 90 
67 75 91 
