1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
1 24 24 
4 21 24 
7 18 24 
1 24 25 
1 24 25 
1 24 25 
1 24 26 
1 24 26 
1 25 26 
25 26 27 
6 19 27 
7 18 27 
24 25 28 
1 24 28 
24 28 29 
24 24 29 
7 18 29 
10 15 30 
1 24 30 
24 24 30 
1 26 31 
8 17 31 
1 24 31 
8 17 32 
1 24 32 
1 32 33 
3 22 33 
1 24 33 
24 30 34 
10 30 34 
24 30 34 
24 28 35 
8 31 35 
1 26 35 
18 27 36 
7 24 36 
8 35 36 
35 36 37 
1 24 37 
24 34 37 
24 36 38 
30 34 38 
24 30 38 
9 16 39 
15 30 39 
1 24 39 
24 36 40 
10 15 40 
7 24 40 
24 30 41 
7 18 41 
7 24 41 
15 40 42 
1 24 42 
28 35 42 
24 36 43 
17 31 43 
10 30 43 
24 25 44 
26 35 44 
1 24 44 
8 32 45 
1 26 45 
25 28 45 
30 34 46 
24 30 46 
1 24 46 
30 34 47 
15 40 47 
26 31 47 
1 31 48 
24 36 48 
10 15 48 
8 31 49 
1 48 49 
24 44 49 
44 49 50 
8 17 50 
7 24 50 
1 44 51 
6 19 51 
21 24 51 
1 24 52 
30 43 52 
15 42 52 
25 45 53 
24 49 53 
30 39 53 
6 51 54 
1 24 54 
24 36 54 
1 24 55 
1 24 55 
24 29 55 
24 55 56 
1 24 56 
8 35 56 
26 27 57 
10 15 57 
3 22 57 
36 43 58 
24 30 58 
15 47 58 
1 55 59 
24 32 59 
24 28 59 
10 15 60 
1 25 60 
40 47 60 
31 43 61 
1 24 61 
1 26 61 
1 44 62 
28 35 62 
24 61 62 
1 28 63 
1 44 63 
24 30 63 
7 36 64 
15 52 64 
1 24 64 
40 60 65 
48 49 65 
21 51 66 
24 38 66 
1 56 66 
30 39 67 
1 26 67 
15 40 67 
15 47 68 
21 66 68 
10 15 68 
1 26 69 
24 55 69 
10 34 69 
1 56 70 
10 69 70 
1 56 71 
18 27 71 
28 29 71 
1 71 72 
35 44 72 
18 27 72 
55 56 73 
24 33 73 
18 27 73 
10 40 74 
35 62 74 
7 41 74 
1 24 75 
39 53 75 
24 38 75 
8 35 76 
24 36 76 
35 76 77 
24 40 77 
1 69 77 
1 24 78 
1 61 78 
26 67 78 
25 60 79 
24 37 79 
22 57 79 
35 44 80 
8 50 80 
40 47 81 
24 54 81 
1 24 81 
24 36 82 
24 62 82 
8 32 82 
26 57 83 
1 44 83 
9 39 84 
25 45 84 
1 33 84 
