1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
8 17 24 
8 17 24 
9 16 25 
8 24 25 
9 25 26 
8 17 26 
16 25 27 
9 25 27 
6 19 28 
5 20 28 
8 17 29 
11 14 29 
17 29 30 
10 15 30 
3 22 31 
5 20 31 
10 15 32 
14 29 32 
10 15 33 
10 32 33 
20 28 34 
8 24 34 
8 24 35 
10 33 35 
15 30 36 
8 24 36 
10 15 37 
17 24 37 
24 35 38 
20 28 38 
10 33 39 
9 16 39 
28 34 40 
8 35 40 
17 24 41 
3 22 41 
8 25 42 
24 34 42 
8 25 43 
25 27 43 
34 40 44 
10 15 44 
24 34 45 
10 32 45 
10 15 46 
24 35 47 
5 20 47 
8 24 48 
33 35 49 
20 34 49 
8 25 50 
35 49 50 
10 33 51 
17 29 51 
24 35 52 
24 38 52 
15 44 53 
9 16 53 
44 53 54 
34 42 54 
10 15 55 
15 46 55 
8 24 56 
5 47 56 
35 49 57 
8 24 57 
8 25 58 
15 32 58 
34 44 59 
6 28 59 
10 15 60 
20 49 60 
8 43 61 
35 57 61 
5 20 62 
3 22 63 
9 16 63 
8 36 64 
10 15 64 
34 40 65 
33 35 65 
17 29 66 
15 30 66 
24 38 67 
8 17 67 
10 15 68 
3 31 68 
24 34 69 
34 40 69 
8 43 70 
8 24 70 
33 35 71 
8 35 71 
49 50 72 
20 38 72 
29 66 73 
15 58 73 
35 71 74 
6 28 74 
24 42 75 
8 24 75 
10 46 76 
29 66 76 
17 24 77 
9 27 77 
40 65 78 
6 28 78 
40 65 79 
8 35 80 
16 25 80 
