1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
3 22 24 
7 18 24 
9 16 25 
3 22 25 
4 21 26 
22 24 26 
9 25 26 
12 13 27 
22 25 27 
16 25 28 
22 25 28 
2 23 29 
7 18 29 
3 22 29 
2 23 30 
16 28 30 
11 14 30 
12 27 31 
25 26 31 
22 28 32 
18 29 32 
22 24 33 
9 26 33 
7 18 33 
7 18 34 
22 25 34 
3 22 35 
9 16 35 
14 30 36 
7 18 36 
16 30 36 
2 23 37 
12 31 37 
14 30 37 
3 22 38 
2 37 38 
9 16 38 
16 30 39 
12 27 39 
12 13 40 
8 17 40 
28 30 40 
16 30 41 
9 33 41 
9 16 41 
25 31 42 
16 28 42 
11 14 43 
13 27 43 
12 27 44 
37 38 44 
25 26 44 
3 38 45 
16 41 45 
12 39 45 
16 30 46 
9 41 46 
1 24 46 
22 26 47 
12 13 47 
31 42 48 
31 37 48 
25 26 48 
6 19 49 
12 47 49 
26 44 49 
2 23 50 
14 43 50 
2 23 50 
16 30 51 
3 22 51 
16 36 52 
22 24 52 
14 30 53 
16 42 53 
22 26 53 
16 35 54 
23 50 54 
9 46 54 
7 36 55 
1 24 55 
24 46 55 
12 27 56 
11 14 56 
14 30 56 
31 48 57 
7 29 57 
24 46 58 
46 55 58 
11 14 59 
24 55 59 
12 13 59 
3 38 60 
30 36 60 
55 58 60 
13 43 61 
23 50 61 
1 24 61 
12 13 62 
30 36 62 
22 35 63 
12 44 63 
22 25 63 
3 22 64 
50 61 64 
39 45 64 
3 60 65 
22 27 65 
3 22 65 
60 65 66 
28 32 66 
9 33 67 
3 38 67 
22 52 67 
22 25 68 
12 47 68 
3 22 68 
18 29 69 
18 33 69 
39 64 70 
28 30 70 
37 48 70 
65 66 71 
12 56 71 
22 25 71 
11 14 72 
28 66 72 
3 24 72 
45 64 73 
3 22 73 
7 18 74 
8 17 74 
11 30 74 
30 36 75 
26 47 75 
37 38 75 
33 41 76 
50 64 76 
46 58 76 
12 47 77 
29 32 77 
22 73 77 
22 64 78 
25 48 78 
3 51 79 
3 38 79 
12 31 80 
3 22 80 
3 38 80 
27 43 81 
1 61 81 
64 76 81 
11 56 82 
38 67 82 
16 25 82 
22 24 83 
9 26 83 
46 55 83 
37 38 84 
12 45 84 
11 14 85 
3 22 85 
12 77 85 
22 34 86 
16 52 86 
3 72 87 
64 76 87 
13 47 87 
22 32 88 
1 24 88 
9 26 88 
50 64 89 
22 64 89 
30 39 89 
26 49 90 
1 24 90 
22 47 91 
24 52 91 
26 83 91 
23 61 92 
7 18 92 
12 40 92 
3 60 93 
3 22 93 
3 22 93 
24 88 94 
37 44 94 
64 73 94 
28 42 95 
28 42 95 
18 32 96 
26 47 96 
13 59 96 
1 88 97 
30 36 97 
43 50 97 
22 34 98 
33 67 98 
9 16 98 
42 53 99 
22 80 99 
28 30 99 
9 33 100 
9 26 100 
23 37 101 
22 77 101 
34 86 101 
9 16 102 
3 22 102 
12 71 102 
24 55 103 
16 52 103 
64 76 103 
3 85 104 
12 13 104 
16 30 104 
33 41 105 
36 52 105 
23 50 106 
25 31 106 
55 60 106 
33 98 107 
55 60 107 
25 27 107 
40 92 108 
18 34 108 
52 91 108 
26 96 109 
13 47 109 
3 64 110 
43 97 110 
12 45 110 
51 79 111 
13 47 111 
9 26 111 
55 107 112 
30 39 112 
6 19 112 
64 70 113 
25 28 113 
7 18 114 
18 69 114 
13 109 114 
24 88 115 
3 64 115 
3 22 116 
12 47 116 
3 93 117 
38 44 117 
12 84 118 
25 68 118 
9 26 118 
22 71 119 
12 49 119 
46 83 119 
25 26 120 
22 67 120 
30 36 120 
67 120 121 
12 13 121 
22 77 121 
3 60 122 
9 88 122 
3 22 123 
22 78 123 
38 117 123 
27 107 124 
11 14 124 
11 14 125 
25 34 125 
32 66 126 
37 84 126 
3 38 126 
71 102 127 
23 50 127 
3 115 128 
79 111 128 
40 92 128 
8 74 129 
28 95 129 
47 87 129 
47 116 130 
31 106 130 
86 101 131 
65 66 131 
18 96 131 
24 26 132 
24 46 132 
9 118 132 
12 31 133 
22 52 133 
12 102 133 
12 102 134 
9 33 134 
38 44 134 
22 88 135 
77 101 135 
7 18 135 
17 40 136 
7 18 136 
64 113 136 
9 26 137 
16 28 137 
64 103 137 
22 123 138 
2 37 138 
59 96 138 
12 133 139 
27 124 139 
27 56 139 
22 119 140 
22 77 140 
44 94 141 
18 33 141 
7 55 141 
83 91 142 
38 134 142 
32 77 143 
7 29 143 
12 27 144 
22 34 144 
113 136 144 
33 98 145 
11 85 145 
46 132 145 
14 56 146 
18 108 146 
60 107 146 
9 67 147 
25 28 147 
3 87 147 
64 89 148 
