1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
6 19 24 
2 23 24 
10 15 24 
12 13 24 
9 16 25 
10 15 25 
9 16 25 
13 24 25 
6 24 26 
3 22 26 
24 25 26 
15 25 26 
15 26 27 
10 24 27 
12 24 27 
3 22 27 
5 20 28 
3 22 28 
24 27 28 
19 24 28 
10 24 29 
9 16 29 
24 26 29 
15 27 29 
24 27 30 
24 26 30 
3 27 30 
13 25 31 
12 13 31 
15 25 31 
24 27 32 
15 25 32 
12 24 32 
13 25 33 
3 22 33 
5 20 33 
9 29 33 
12 13 34 
12 32 34 
24 27 34 
24 27 34 
19 28 35 
15 25 35 
24 32 35 
13 34 36 
24 32 36 
6 24 36 
24 27 36 
10 29 37 
13 31 37 
19 35 37 
10 29 37 
15 25 38 
28 35 38 
6 19 38 
10 27 39 
10 25 39 
28 35 39 
13 25 40 
15 27 40 
15 35 40 
7 18 41 
15 26 41 
13 40 41 
5 20 42 
22 27 42 
5 33 42 
27 40 42 
12 13 43 
12 13 43 
12 32 43 
6 24 44 
22 33 44 
13 31 44 
22 27 45 
9 25 45 
5 20 45 
13 31 46 
19 24 46 
27 28 46 
24 36 46 
15 27 47 
33 44 47 
7 41 47 
19 38 48 
13 25 48 
9 29 48 
35 38 48 
24 36 49 
15 24 49 
36 46 49 
2 24 49 
41 47 50 
25 26 50 
22 26 50 
24 36 50 
6 24 51 
25 35 51 
6 24 51 
22 27 51 
10 25 52 
16 29 52 
5 20 52 
11 14 52 
15 38 53 
26 29 53 
19 24 53 
27 42 54 
36 49 54 
22 50 54 
24 27 55 
6 24 55 
29 37 55 
28 35 55 
15 25 56 
22 44 56 
27 34 56 
44 56 57 
15 26 57 
26 50 57 
26 30 57 
13 36 58 
15 25 58 
20 45 58 
12 13 58 
13 31 59 
12 32 59 
15 25 59 
6 51 59 
15 24 60 
11 52 60 
24 29 60 
25 39 61 
26 27 61 
13 34 61 
13 31 61 
19 37 62 
22 26 62 
24 27 62 
13 24 62 
24 27 63 
27 45 63 
36 50 63 
15 25 63 
20 58 64 
6 55 64 
24 29 64 
12 58 65 
19 62 65 
10 25 65 
10 15 65 
13 41 66 
27 30 66 
24 36 66 
5 33 67 
24 32 67 
22 28 67 
20 45 67 
36 50 68 
37 62 68 
27 30 68 
24 51 68 
13 46 69 
34 56 69 
24 36 69 
15 25 69 
11 52 70 
24 36 70 
27 45 70 
19 35 70 
13 31 71 
15 35 71 
24 27 71 
26 29 71 
19 35 72 
13 37 72 
19 48 72 
19 48 73 
31 46 73 
26 29 73 
20 58 74 
27 34 74 
25 35 74 
32 35 74 
2 23 75 
5 67 75 
6 24 75 
27 34 75 
24 27 76 
5 20 76 
33 42 76 
19 24 76 
24 51 77 
28 46 77 
2 23 77 
32 35 77 
4 21 78 
5 20 78 
15 40 78 
5 33 79 
13 31 79 
13 34 79 
12 58 80 
13 61 80 
9 16 80 
10 27 80 
5 33 81 
25 50 81 
13 31 81 
19 24 82 
13 62 82 
22 33 82 
25 26 82 
3 30 83 
13 44 83 
5 81 83 
30 66 83 
12 34 84 
27 74 84 
4 21 84 
24 51 84 
27 28 85 
15 53 85 
19 62 85 
5 79 85 
40 78 86 
31 73 86 
46 69 86 
15 35 86 
20 33 87 
12 13 87 
24 71 87 
2 24 87 
29 33 88 
32 35 88 
34 74 88 
33 82 89 
13 36 89 
9 16 89 
35 37 90 
13 82 90 
25 51 90 
29 37 90 
29 90 91 
50 81 91 
19 35 91 
13 36 92 
27 74 92 
10 65 92 
15 53 92 
49 54 93 
19 38 93 
13 34 93 
42 54 93 
15 27 94 
41 50 94 
15 71 94 
69 86 94 
24 36 95 
42 54 95 
6 19 95 
24 75 96 
31 46 96 
9 45 96 
13 34 96 
51 59 97 
36 63 97 
12 13 97 
24 30 97 
24 36 98 
19 53 98 
32 35 98 
5 45 98 
54 93 99 
36 50 99 
50 57 99 
6 51 100 
27 85 100 
37 55 100 
19 38 100 
33 82 101 
16 52 101 
13 71 101 
22 82 101 
41 50 102 
51 100 102 
35 88 102 
24 36 103 
35 90 103 
27 85 103 
19 48 104 
51 100 104 
25 26 104 
31 44 105 
12 31 105 
11 70 105 
26 29 105 
29 73 106 
25 26 106 
13 72 106 
5 79 107 
57 99 107 
25 90 107 
12 84 107 
30 97 108 
19 73 108 
44 57 108 
5 67 108 
24 28 109 
25 40 109 
3 22 109 
24 28 109 
20 58 110 
34 74 110 
41 50 110 
9 29 110 
2 24 111 
7 18 111 
13 31 111 
19 35 112 
36 54 112 
26 41 112 
19 48 112 
22 82 113 
29 53 113 
19 35 113 
27 66 113 
13 61 114 
24 87 114 
35 74 114 
46 69 114 
74 88 115 
41 94 115 
3 28 115 
5 20 115 
19 70 116 
97 108 116 
22 28 116 
33 44 117 
25 59 117 
24 27 117 
27 42 117 
15 41 118 
15 35 118 
25 50 118 
37 55 118 
3 109 119 
31 61 119 
19 38 119 
15 71 119 
37 55 120 
49 54 120 
24 30 120 
24 96 120 
30 57 121 
13 69 121 
19 24 121 
25 50 121 
27 74 122 
35 55 122 
22 26 122 
29 110 122 
13 61 123 
10 39 123 
9 16 123 
36 69 123 
30 57 124 
12 13 124 
24 96 124 
33 82 125 
13 31 125 
19 38 125 
13 36 126 
40 41 126 
22 50 126 
9 16 127 
24 29 127 
24 27 127 
12 13 127 
37 55 128 
24 32 128 
52 101 128 
19 93 128 
13 36 129 
6 24 129 
2 75 129 
44 83 129 
27 28 130 
13 36 130 
10 25 130 
82 101 131 
22 26 131 
54 95 131 
50 126 131 
46 69 132 
74 122 132 
24 50 132 
20 115 133 
4 21 133 
13 81 133 
20 67 134 
30 66 134 
9 45 134 
41 47 134 
15 119 135 
57 99 135 
26 82 135 
19 24 136 
84 107 136 
13 37 136 
12 13 137 
27 30 137 
44 56 137 
24 27 137 
15 26 138 
20 33 138 
29 37 138 
35 91 138 
6 64 139 
13 136 139 
13 61 139 
24 50 139 
10 37 140 
6 51 140 
3 22 140 
10 15 140 
24 66 141 
27 70 141 
10 27 141 
13 31 142 
25 40 142 
35 51 142 
12 13 142 
2 49 143 
24 87 143 
24 87 143 
30 57 143 
15 27 144 
13 31 144 
51 100 144 
25 81 144 
19 100 145 
34 74 145 
12 59 145 
74 122 145 
25 107 146 
38 93 146 
20 67 146 
8 17 146 
15 40 147 
24 64 147 
19 28 147 
24 64 148 
13 114 148 
49 54 148 
6 55 149 
30 66 149 
27 34 149 
22 82 150 
11 70 150 
15 135 150 
41 134 150 
27 149 151 
82 101 151 
51 59 151 
9 45 152 
71 94 152 
24 27 152 
31 142 153 
42 76 153 
19 98 153 
13 34 153 
51 100 154 
10 130 154 
20 45 154 
51 77 154 
25 33 155 
19 145 155 
6 19 155 
19 112 156 
24 75 156 
6 24 156 
10 27 156 
61 123 157 
12 87 157 
25 51 157 
24 97 157 
33 117 158 
10 27 158 
28 77 158 
24 27 159 
100 154 159 
6 51 159 
61 139 160 
57 99 160 
19 93 160 
7 18 161 
27 42 161 
24 156 161 
27 34 161 
69 86 162 
42 95 162 
10 130 162 
19 35 163 
6 24 163 
36 126 163 
41 47 164 
24 27 164 
24 30 164 
13 69 165 
69 123 165 
24 49 165 
101 131 165 
29 110 166 
13 139 166 
35 51 166 
19 35 167 
10 15 167 
35 72 167 
51 97 167 
110 122 168 
12 13 168 
26 62 168 
25 144 168 
27 39 169 
9 48 169 
5 52 169 
24 163 169 
27 40 170 
82 135 170 
24 49 170 
27 122 170 
19 70 171 
41 94 171 
24 66 171 
3 28 172 
5 42 172 
24 66 172 
5 20 172 
25 168 173 
82 101 173 
27 30 173 
24 163 173 
51 100 174 
30 57 174 
27 161 174 
31 142 174 
24 30 175 
90 107 175 
22 26 175 
9 29 176 
19 73 176 
29 110 176 
110 122 176 
9 29 177 
10 25 177 
15 40 177 
