1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
4 21 24 
6 19 24 
6 24 25 
4 21 25 
6 24 26 
19 24 26 
6 25 27 
24 25 27 
2 23 28 
6 25 28 
6 24 29 
11 14 29 
3 22 30 
9 16 30 
7 18 31 
21 25 31 
24 29 32 
2 23 32 
7 18 33 
6 24 33 
4 21 34 
7 18 34 
6 24 35 
25 27 35 
9 16 36 
7 18 36 
6 24 37 
7 33 37 
19 26 38 
4 24 38 
21 25 39 
29 32 39 
16 30 40 
5 20 40 
7 18 41 
6 24 41 
4 21 42 
24 33 42 
6 24 43 
21 25 43 
21 25 44 
2 32 44 
6 26 45 
6 24 45 
18 41 46 
25 35 46 
9 30 47 
2 44 47 
19 26 48 
24 27 48 
24 35 49 
24 33 49 
2 32 50 
6 24 50 
26 38 51 
21 31 51 
16 36 51 
9 16 52 
14 29 52 
26 51 53 
6 25 53 
18 46 54 
2 47 54 
18 41 55 
18 36 55 
2 47 56 
26 38 56 
2 32 57 
41 55 57 
6 25 58 
47 56 58 
23 28 59 
22 30 59 
38 51 60 
25 35 60 
25 31 60 
18 31 61 
30 47 61 
7 18 62 
24 25 62 
2 57 63 
6 24 63 
24 45 64 
4 21 64 
