1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
5 20 24 
12 13 24 
9 16 24 
2 23 24 
9 16 25 
5 20 25 
9 16 25 
16 24 25 
9 25 26 
9 25 26 
5 20 26 
4 21 26 
16 25 27 
5 24 27 
23 24 27 
5 20 27 
9 26 28 
4 21 28 
5 20 28 
24 27 29 
5 20 29 
4 21 29 
13 24 29 
24 29 30 
20 24 30 
9 24 30 
23 24 30 
12 13 31 
26 28 31 
25 27 31 
4 21 31 
9 25 32 
5 20 32 
2 23 32 
24 27 32 
5 20 33 
24 29 33 
4 21 33 
24 30 33 
4 21 34 
29 33 34 
5 24 34 
24 30 34 
9 25 35 
2 24 35 
4 21 35 
25 31 36 
2 23 36 
24 27 36 
24 29 36 
31 36 37 
24 36 37 
5 20 37 
24 36 37 
29 33 38 
4 26 38 
4 29 38 
27 29 39 
4 21 39 
4 21 39 
9 32 39 
12 24 40 
21 31 40 
20 24 40 
12 13 40 
5 20 41 
2 24 41 
20 24 41 
9 32 42 
9 24 42 
25 26 42 
13 24 42 
26 38 43 
12 40 43 
4 21 43 
5 34 43 
32 42 44 
20 25 44 
33 38 44 
24 36 44 
33 38 45 
1 24 45 
36 37 45 
26 28 45 
24 29 46 
9 16 46 
21 34 46 
9 16 46 
9 26 47 
12 40 47 
24 36 47 
4 43 48 
20 24 48 
31 36 48 
9 24 48 
33 45 49 
25 44 49 
21 29 49 
9 16 49 
21 29 50 
24 27 50 
5 24 50 
32 42 50 
16 49 51 
29 33 51 
9 28 51 
30 33 51 
33 45 52 
16 49 52 
9 16 52 
42 44 52 
9 26 53 
24 27 53 
9 24 53 
26 43 53 
4 29 54 
25 26 54 
24 36 54 
9 32 54 
8 17 55 
23 24 55 
33 38 55 
26 45 55 
13 24 56 
21 29 56 
5 24 56 
20 24 56 
13 56 57 
9 16 57 
44 52 57 
1 45 57 
9 54 58 
1 45 58 
33 34 58 
34 43 58 
24 35 59 
1 58 59 
20 29 59 
24 32 59 
16 25 60 
44 52 60 
32 44 60 
44 52 60 
21 56 61 
20 30 61 
5 27 61 
58 59 61 
4 21 62 
32 39 62 
28 31 62 
25 36 62 
13 24 63 
2 24 63 
26 43 63 
44 52 63 
16 25 64 
24 47 64 
34 46 64 
13 24 64 
44 60 65 
25 26 65 
24 44 65 
52 57 65 
43 53 66 
26 38 66 
33 58 66 
24 29 66 
33 55 67 
31 36 67 
45 58 67 
5 20 67 
54 58 68 
28 31 68 
52 57 68 
9 16 68 
24 53 69 
44 52 69 
31 36 69 
26 43 69 
23 24 70 
20 32 70 
9 25 70 
24 27 71 
12 24 71 
32 42 71 
4 21 71 
9 16 72 
9 28 72 
1 24 72 
36 37 72 
31 37 73 
29 33 73 
26 28 73 
13 24 73 
4 21 74 
13 73 74 
24 45 74 
24 37 74 
45 55 75 
16 25 75 
24 32 75 
45 49 75 
24 63 76 
5 20 76 
24 33 76 
44 52 76 
24 50 77 
31 36 77 
24 32 77 
29 56 77 
29 51 78 
20 32 78 
4 21 78 
36 45 78 
45 55 79 
5 25 79 
24 32 79 
24 29 79 
38 66 80 
24 72 80 
33 51 80 
20 24 81 
32 75 81 
20 59 81 
9 26 81 
51 78 82 
24 36 82 
27 32 82 
23 30 82 
9 16 83 
25 54 83 
8 55 83 
5 27 83 
13 57 84 
31 67 84 
25 32 84 
27 29 84 
9 54 85 
44 60 85 
55 67 85 
29 56 85 
13 73 86 
4 31 86 
26 73 86 
47 64 86 
25 42 87 
24 69 87 
24 30 87 
24 40 87 
52 69 88 
49 51 88 
20 24 88 
24 30 88 
36 62 89 
16 25 89 
2 41 89 
52 68 89 
9 16 90 
24 45 90 
66 80 90 
4 54 90 
55 75 91 
24 69 91 
42 71 91 
24 74 91 
54 90 92 
38 45 92 
16 72 92 
36 78 92 
72 92 93 
49 52 93 
40 87 93 
29 85 93 
51 88 94 
45 57 94 
56 77 94 
20 32 94 
24 59 95 
24 56 95 
12 71 95 
25 26 95 
45 55 96 
5 20 96 
25 44 96 
