1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
4 21 24 
9 16 24 
3 22 24 
12 13 24 
11 14 25 
10 15 25 
10 15 25 
4 21 25 
3 22 26 
7 18 26 
21 24 26 
10 15 26 
13 24 27 
15 25 27 
7 26 27 
8 17 27 
16 24 27 
8 27 28 
22 26 28 
14 25 28 
21 25 28 
22 24 29 
15 27 29 
22 26 29 
3 22 29 
3 24 30 
15 25 30 
10 25 30 
25 28 30 
7 18 31 
25 30 31 
9 24 31 
6 19 31 
6 31 32 
4 21 32 
18 26 32 
25 28 32 
8 17 33 
3 22 33 
2 23 33 
13 24 33 
18 26 34 
22 26 34 
24 27 34 
26 28 34 
9 16 35 
10 15 35 
16 27 35 
15 25 35 
10 25 36 
10 26 36 
6 19 36 
22 24 36 
25 30 37 
17 33 37 
3 22 37 
13 27 37 
22 29 38 
25 30 38 
25 30 38 
25 27 38 
10 36 39 
27 37 39 
9 24 39 
9 16 39 
16 35 40 
9 24 40 
24 27 40 
25 36 40 
3 22 41 
9 16 41 
7 18 41 
8 27 41 
12 24 42 
16 35 42 
10 25 42 
3 22 42 
24 29 43 
24 40 43 
16 24 43 
8 27 43 
24 43 44 
26 29 44 
15 25 44 
4 21 44 
17 37 45 
22 29 45 
22 26 45 
22 34 45 
25 30 46 
19 36 46 
7 18 46 
33 37 46 
13 33 47 
40 43 47 
36 46 47 
30 46 47 
15 25 48 
22 45 48 
23 33 48 
3 22 48 
24 43 49 
21 44 49 
10 36 49 
36 46 49 
9 24 50 
2 33 50 
29 44 50 
27 43 50 
25 28 51 
17 45 51 
26 44 51 
9 39 51 
24 33 52 
43 50 52 
6 19 52 
10 25 52 
29 43 53 
25 28 53 
22 26 53 
29 44 53 
3 22 53 
22 34 54 
3 22 54 
24 44 54 
23 33 54 
6 19 55 
27 34 55 
12 13 55 
15 44 55 
4 21 56 
15 25 56 
16 35 56 
27 34 56 
17 37 57 
22 38 57 
33 37 57 
26 45 57 
34 56 58 
9 16 58 
33 52 58 
26 36 58 
33 52 59 
43 50 59 
10 25 59 
24 33 59 
22 54 60 
18 32 60 
12 24 60 
24 27 60 
23 33 61 
25 48 61 
6 19 61 
24 43 61 
24 44 62 
19 31 62 
37 57 62 
15 44 62 
10 15 63 
27 50 63 
26 36 63 
22 34 63 
27 50 64 
25 28 64 
3 26 64 
8 41 64 
15 44 65 
26 32 65 
12 24 65 
16 43 65 
22 45 66 
36 49 66 
22 28 66 
27 50 66 
16 39 67 
3 26 67 
16 65 67 
12 24 67 
16 56 68 
36 58 68 
40 43 68 
21 49 68 
33 52 68 
24 27 69 
15 25 69 
25 44 69 
43 44 69 
36 68 69 
19 31 70 
12 67 70 
33 48 70 
21 49 70 
21 56 71 
4 21 71 
7 46 71 
29 44 71 
34 55 72 
14 25 72 
44 69 72 
7 46 72 
43 61 73 
9 40 73 
15 65 73 
12 42 73 
52 59 74 
16 39 74 
34 55 74 
24 61 74 
22 42 75 
61 73 75 
7 26 75 
27 38 75 
24 54 76 
16 35 76 
44 55 76 
3 67 76 
19 31 77 
18 32 77 
27 43 77 
33 48 77 
16 39 78 
13 33 78 
14 25 78 
6 19 78 
15 44 79 
9 41 79 
15 73 79 
3 22 79 
43 59 80 
73 75 80 
33 52 80 
43 50 80 
44 49 81 
3 22 81 
13 47 81 
48 61 81 
25 38 82 
36 39 82 
44 54 82 
10 25 82 
28 34 82 
4 21 83 
40 68 83 
37 45 83 
8 27 83 
52 74 84 
55 74 84 
44 69 84 
49 81 84 
25 40 85 
15 44 85 
28 82 85 
36 69 85 
52 74 86 
26 29 86 
67 76 86 
10 25 86 
29 44 87 
21 71 87 
3 53 87 
21 28 87 
25 48 88 
24 40 88 
4 21 88 
10 26 88 
48 61 89 
21 24 89 
9 16 89 
3 22 89 
25 38 90 
25 30 90 
33 46 90 
13 27 90 
13 24 91 
27 37 91 
44 76 91 
43 50 91 
44 76 92 
28 82 92 
69 72 92 
2 50 92 
21 24 93 
34 74 93 
29 87 93 
4 32 93 
28 34 94 
3 22 94 
10 36 94 
50 91 94 
29 44 95 
16 35 95 
59 80 95 
44 76 95 
50 80 96 
25 40 96 
24 54 96 
16 67 96 
27 56 97 
48 81 97 
19 52 97 
18 32 97 
16 24 98 
24 54 98 
12 55 98 
43 47 98 
48 81 99 
22 29 99 
40 83 99 
10 36 99 
50 52 99 
25 86 100 
27 60 100 
33 52 100 
37 39 100 
25 38 101 
3 89 101 
45 83 101 
30 47 101 
49 84 101 
26 63 102 
22 28 102 
24 67 102 
7 18 102 
49 101 103 
25 40 103 
29 44 103 
40 99 103 
3 79 104 
24 40 104 
27 38 104 
43 50 104 
