1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
2 23 24 
4 21 24 
8 17 25 
6 19 25 
2 23 26 
19 25 26 
2 24 27 
12 13 27 
2 24 28 
2 27 28 
2 27 29 
17 25 29 
2 26 30 
1 24 30 
13 27 31 
24 28 31 
19 26 32 
24 28 32 
11 14 33 
2 28 33 
14 33 34 
12 27 34 
17 25 35 
6 19 35 
2 24 36 
12 34 36 
5 20 36 
27 29 37 
23 26 37 
8 25 38 
28 32 38 
24 36 39 
27 31 39 
2 29 40 
4 24 40 
12 13 41 
28 31 41 
12 36 42 
28 38 42 
2 24 43 
29 40 43 
27 39 43 
28 31 44 
25 26 44 
2 24 45 
12 27 45 
2 23 46 
23 24 46 
8 25 47 
36 42 47 
6 35 47 
28 44 48 
28 31 48 
6 47 49 
12 27 49 
8 38 49 
2 24 50 
29 37 50 
10 15 51 
17 25 51 
24 28 52 
3 22 52 
44 48 53 
36 47 53 
14 34 54 
17 51 54 
8 25 55 
8 17 55 
8 38 56 
10 15 56 
19 25 57 
17 25 57 
29 50 58 
28 48 58 
8 17 59 
8 25 59 
8 56 60 
1 30 60 
8 25 61 
28 32 61 
21 24 62 
2 23 62 
2 29 63 
44 48 63 
1 30 64 
29 43 64 
8 25 65 
48 53 65 
29 50 66 
8 60 66 
44 48 66 
25 65 67 
28 31 67 
11 33 68 
12 27 68 
36 42 69 
2 63 69 
27 29 69 
2 63 70 
21 24 70 
2 23 71 
2 29 71 
6 19 72 
28 61 72 
1 64 73 
6 19 73 
25 59 73 
38 42 74 
25 67 74 
24 70 75 
61 72 75 
51 54 76 
44 48 76 
25 57 77 
37 50 77 
7 18 78 
25 65 78 
26 44 79 
28 32 79 
25 47 80 
27 39 80 
28 31 80 
38 49 81 
17 25 81 
28 38 81 
27 31 82 
38 49 82 
4 24 82 
38 49 83 
8 65 83 
28 31 84 
29 43 84 
8 56 85 
8 65 85 
48 53 86 
8 25 86 
25 81 87 
49 81 87 
17 25 88 
23 46 88 
3 22 88 
22 52 89 
24 62 89 
61 72 90 
12 27 90 
19 35 91 
12 13 91 
8 56 92 
26 79 92 
7 18 93 
19 91 93 
12 34 94 
26 30 94 
7 18 95 
67 74 95 
2 62 96 
8 25 96 
23 37 97 
2 71 97 
