1 24
2 23
3 22
4 21
5 20
6 19
7 18
8 17
9 16
10 15
11 14
12 13
9 16 24 
5 20 24 
12 13 24 
11 14 24 
6 19 25 
12 13 25 
20 24 25 
1 24 25 
12 24 26 
12 13 26 
13 24 26 
8 17 26 
5 20 27 
9 16 27 
12 13 27 
14 24 27 
13 27 28 
13 26 28 
12 24 28 
13 27 28 
1 25 29 
12 24 29 
20 24 29 
13 26 29 
3 22 30 
13 26 30 
9 16 30 
24 26 30 
1 25 31 
5 24 31 
3 22 31 
24 31 32 
20 29 32 
6 19 32 
16 24 32 
16 32 33 
31 32 33 
12 25 33 
12 33 34 
31 32 34 
25 31 34 
31 33 34 
31 34 35 
26 28 35 
12 34 35 
9 16 35 
20 24 36 
31 34 36 
12 25 36 
25 31 36 
12 13 37 
4 21 37 
6 19 37 
12 33 37 
14 24 38 
32 34 38 
9 16 38 
12 34 38 
9 16 39 
31 34 39 
6 25 39 
12 25 39 
13 26 40 
11 14 40 
16 35 40 
12 13 40 
4 37 41 
25 39 41 
16 24 41 
6 25 41 
5 20 42 
26 29 42 
26 29 42 
25 29 42 
4 41 43 
22 31 43 
1 25 43 
29 32 44 
5 42 44 
31 34 44 
12 27 44 
20 24 45 
24 25 45 
12 27 45 
16 38 45 
3 31 46 
9 16 46 
31 32 46 
13 26 46 
39 41 47 
20 25 47 
5 42 47 
33 34 47 
24 31 48 
5 24 48 
31 34 48 
5 42 48 
